,OBJECTID,DETALLES,GACETA,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape.STArea(),Shape.STLength(),SHAPE
0,2,Casco Central,01,,,,,{74B81804-9341-4A3A-A176-F945A30A55A6},3305206.1829833984,10199.97084744862,"{'rings': [[[491366.59750000015, 1098929.3430000003], [491467.0926000001, 1098908.1862000003], [491545.10840000026, 1098894.9630999994], [491635.0251000002, 1098879.0954999998], [491709.074, 1098864.5502000004], [491789.73450000025, 1098850.0047999993], [491869.07270000037, 1098836.7818], [491962.9561999999, 1098818.2696000002], [492052.8728, 1098803.7241999991], [492040.9720999999, 1098749.5098], [491994.6914999997, 1098742.8982999995], [491988.07990000024, 1098699.2622999996], [491962.9561999999, 1098700.5845999997], [491955.02240000013, 1098615.9572], [491875.6842, 1098619.9241000004], [491874.3618999999, 1098606.7010999992], [491912.7087000003, 1098602.7342000008], [492133.53330000024, 1098588.1887999997], [492247.25129999965, 1098574.9658000004], [492347.7463999996, 1098552.4867000002], [492435.0184000004, 1098510.1730000004], [492429.7291000001, 1098440.0909000002], [492421.79530000035, 1098344.8850999996], [492409.89460000023, 1098237.7785], [492408.5723000001, 1098212.6547999997], [492396.6716, 1098106.8705000002], [492387.4155000001, 1098002.4086000007], [492379.4815999996, 1097909.8474000003], [492366.2586000003, 1097780.2617000006], [492360.9693999998, 1097704.8904], [492355.6802000003, 1097645.3868000004], [492343.7795000002, 1097538.2803000007], [492338.4901999999, 1097484.0658], [492297.4988000002, 1097518.445699999], [492251.2182, 1097554.1479000002], [492179.8139000004, 1097614.9737999998], [492088.5750000002, 1097691.6674000006], [492044.93900000025, 1097702.2457999997], [491957.66700000037, 1097711.5020000003], [491960.31159999967, 1097818.6085], [491863.7834999999, 1097829.1868999992], [491857.17200000025, 1097724.7249999996], [491854.5273000002, 1097698.2788999993], [491845.2712000003, 1097534.3134000003], [491802.95749999955, 1097539.6026000008], [491792.37909999955, 1097444.3968000002], [491694.5286999997, 1097452.330600001], [491598.0005999999, 1097461.5866999999], [491472.3817999996, 1097473.487400001], [491325.6062000003, 1097486.7104000002], [491251.5571999997, 1097491.9997000005], [491252.8794999998, 1097514.4788000006], [491158.9960000003, 1097525.0571999997], [491065.1124999998, 1097531.6687000003], [490977.84049999993, 1097539.6026000008], [490902.46920000017, 1097547.5363999996], [490827.0979000004, 1097552.8256], [490741.1481999997, 1097560.7594000008], [490569.2488000002, 1097577.9494000003], [490581.1496000001, 1097634.8083999995], [490600.9841, 1097743.2371999994], [490597.01719999965, 1097806.707800001], [490635.36400000006, 1097830.5091999993], [490550.7366000004, 1097847.6992000006], [490557.34810000006, 1097974.6402000003], [490460.8200000003, 1097973.3179000001], [490287.5982999997, 1097965.3840999994], [490217.5162000004, 1097987.8632999994], [490187.1032999996, 1097997.1194000002], [490070.74060000014, 1098040.7554000001], [489986.11319999956, 1098072.490700001], [489880.3289999999, 1098112.1598000005], [489795.70160000026, 1098145.2172999997], [489671.4051000001, 1098191.4978999998], [489600.0007999996, 1098216.6217], [489507.4395000003, 1098252.3238999993], [489475.70430000033, 1098262.9023000002], [489414.8783, 1098289.3484000005], [489319.67250000034, 1098321.0835999995], [489250.91280000005, 1098344.8850999996], [489246.9458999997, 1098434.8016999997], [489242.97890000045, 1098533.9744000006], [489239.0120000001, 1098651.6593999993], [489239.0120000001, 1098738.9313999992], [489360.66390000004, 1098753.4767000005], [489457.1919999998, 1098769.3443], [489556.36479999963, 1098782.5673999991], [489634.3805999998, 1098797.1127000004], [489737.5203, 1098793.1458], [489851.2383000003, 1098779.9228000008], [489947.7664000001, 1098771.989], [490089.25289999973, 1098756.1213000007], [490154.04569999967, 1098746.8652], [490205.6155000003, 1098734.9645000007], [490277.0198999997, 1098721.7413999997], [490327.26740000024, 1098712.4853000008], [490423.7955, 1098701.9068999998], [490433.0515999999, 1098781.2451000009], [490437.01850000024, 1098879.0954999998], [490442.3077999996, 1098905.5416], [490447.59700000007, 1098965.0451999996], [490452.8861999996, 1099000.7474000007], [490454.2084999997, 1099043.0611000005], [490456.85309999995, 1099082.7302], [490459.4977000002, 1099126.3662], [490463.4645999996, 1099181.9028999992], [490566.60419999994, 1099173.9691000003], [490659.1654000003, 1099168.6798], [490644.62009999994, 1099028.5156999994], [490689.5784, 1099039.0942000002], [490708.0906999996, 1099040.4165000003], [490766.2719999999, 1099056.2840999998], [490782.13960000034, 1099029.8379999995], [490905.1138000004, 1099056.2840999998], [490913.04760000017, 1099084.0525000002], [490917.0144999996, 1099121.0768999998], [490917.0144999996, 1099156.7791000009], [490977.84049999993, 1099070.8293999992], [491005.6087999996, 1099068.1848000009], [491017.50960000046, 1099057.6064], [491034.6995000001, 1099011.3257999998], [491049.24480000045, 1098999.4251000006], [491103.4593000002, 1098983.5573999994], [491182.7973999996, 1098966.3674999997], [491281.97020000033, 1098946.5329], [491366.59750000015, 1098929.3430000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
