,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,ID_DISTRITO,PROPIETARIO,SHAPE
117,118,CATÓLICA,CAPILLA DIVINO NIÑO JESÚS,CAPILLA DIVINO NIÑO JESÚS,6,ESTADO,"{'rings': [[[494336.3328, 1095147.7949], [494336.59580000024, 1095147.9255], [494354.16810000036, 1095156.6556000002], [494354.88719999976, 1095155.17], [494360.03780000005, 1095144.5298999995], [494363.29000000004, 1095137.8114], [494364.0565999998, 1095136.2277000006], [494364.5437000003, 1095135.2343000006], [494362.64800000004, 1095134.3298000004], [494347.59839999955, 1095127.1489000004], [494346.5460999999, 1095126.6468000002], [494336.3328, 1095147.7949]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
118,119,NO CATÓLICA,IGLESIA ALIANZA CRISTIANA Y MISIONERA - AULAS,ALIANZA CRISTIANA Y MISIONERA ,6,PRIVADO,"{'rings': [[[494136.7167999996, 1095790.0024999995], [494137.0848000003, 1095787.6740000006], [494137.09949999955, 1095787.202299999], [494137.13599999994, 1095786.0337000005], [494137.3973000003, 1095782.9116999991], [494137.6590999998, 1095780.3188000005], [494137.69049999956, 1095777.9798000008], [494137.7082000002, 1095776.6678999998], [494137.7439000001, 1095775.9561], [494129.00069999974, 1095758.5326000005], [494117.7237, 1095765.3969], [494123.71439999994, 1095776.7939999998], [494132.77419999987, 1095793.8944000006], [494134.03479999956, 1095796.2739000004], [494135.7290000003, 1095794.0512000006], [494136.2954000002, 1095791.7489999998], [494136.7167999996, 1095790.0024999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
119,120,NO CATÓLICA,IGLESIA ALIANZA CRISTIANA Y MISIONERA,ALIANZA CRISTIANA Y MISIONERA,6,PRIVADO,"{'rings': [[[494128.59729999956, 1095741.6545000002], [494132.68010000046, 1095739.4682999998], [494117.9528999999, 1095713.8955000006], [494107.23230000027, 1095720.4045000002], [494113.71609999985, 1095728.0736999996], [494122.22009999957, 1095745.020300001], [494128.59729999956, 1095741.6545000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
120,121,CATÓLICA,CENTRO PASTORAL MONSEÑOR OSCAR J. TREJOS,CENTRO PASTORAL MONSEÑOR OSCAR J. TREJOS,6,ESTADO,"{'rings': [[[493926.6551999999, 1095906.2038000003], [493924.74820000026, 1095907.0008000005], [493915.94710000046, 1095910.6787], [493915.2067999998, 1095911.1028000005], [493916.4534, 1095913.8197000008], [493919.8706, 1095918.3995999992], [493920.61539999954, 1095919.6044999994], [493924.4913999997, 1095918.2058000006], [493930.61209999956, 1095915.9969999995], [493926.6551999999, 1095906.2038000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
121,122,CATÓLICA,CENTRO PASTORAL MONSEÑOR OSCAR J. TREJOS,CENTRO PASTORAL MONSEÑOR OSCAR J. TREJOS,6,ESTADO,"{'rings': [[[493855.6616000002, 1095830.5406], [493870.9151999997, 1095821.2550000008], [493863.67360000033, 1095808.4263000004], [493854.4595999997, 1095813.520300001], [493855.54569999967, 1095815.9432999995], [493849.6135, 1095819.4525000006], [493855.6616000002, 1095830.5406]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
122,123,CATÓLICA,IGLESIA SAN FRANCISCO DE ASÍS,IGLESIA SAN FRANCISCO DE ASÍS,6,ESTADO,"{'rings': [[[493844.7675000001, 1095797.3947], [493838.61789999995, 1095783.8779000007], [493824.21470000036, 1095789.5044999998], [493822.58389999997, 1095790.2749000005], [493826.38609999977, 1095796.9769000001], [493820.2030999996, 1095800.4860999994], [493816.2736999998, 1095793.2558999993], [493812.31570000015, 1095795.1254999992], [493812.0761000002, 1095795.2609], [493814.4380999999, 1095799.9848999996], [493805.24729999993, 1095805.3323], [493820.9550999999, 1095832.5702999998], [493830.81429999974, 1095827.4735000003], [493836.99710000027, 1095834.4082999993], [493848.4439000003, 1095828.3091000002], [493844.26630000025, 1095819.9539], [493850.44909999985, 1095816.6117000002], [493849.19570000004, 1095814.9407000002], [493853.62409999967, 1095812.1834999993], [493853.0393000003, 1095810.8466999996], [493858.21949999966, 1095808.4236999992], [493851.7023, 1095796.8933000006], [493845.85369999986, 1095799.8177000005], [493844.7675000001, 1095797.3947]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
123,124,CATÓLICA,OFICINA PARROQUIAL SAN FRANCISCO DE DOS RÍOS,OF. PARROQ. SAN FCO. DE DOS RÍOS,6,ESTADO,"{'rings': [[[493827.38790000044, 1095847.7521000002], [493831.1646999996, 1095845.4529999997], [493828.8872999996, 1095841.6904000007], [493834.2399000004, 1095838.8182999995], [493829.40950000007, 1095831.1158000007], [493821.05429999996, 1095835.8157000002], [493827.38790000044, 1095847.7521000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
124,125,CATÓLICA,IGLESIA SAN FRANCISCO DE ASÍS - CASA CURAL,IGLESIA SAN FRANCISCO DE ASÍS ,6,ESTADO,"{'rings': [[[493838.61789999995, 1095783.8779000007], [493844.7675000001, 1095797.3947], [493850.78330000024, 1095794.1360999998], [493849.6135, 1095791.8803000003], [493853.6140999999, 1095790.1467000004], [493849.5516999997, 1095781.9836999997], [493843.60030000005, 1095783.5317000002], [493842.7522999998, 1095782.2627000008], [493838.61789999995, 1095783.8779000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
125,126,NO CATÓLICA,IGLESIA MISIONERA SHEKINAL,SHEKINAL,6,PRIVADO,"{'rings': [[[492565.0845999997, 1096001.7649000008], [492572.6528000003, 1096003.4397], [492572.60419999994, 1096002.4123999998], [492572.48670000024, 1095999.930400001], [492572.33160000015, 1095996.6545000002], [492572.0488, 1095990.6809999999], [492571.7270999998, 1095986.7569999993], [492571.3443999998, 1095982.6500000004], [492571.02130000014, 1095979.1830000002], [492570.6854999997, 1095975.5793999992], [492570.2193, 1095975.5523000006], [492566.22420000006, 1095975.3197000008], [492564.08939999994, 1095975.1954999994], [492564.0042000003, 1095976.67], [492563.9581000004, 1095977.4674999993], [492563.8518000003, 1095979.3081], [492563.79229999986, 1095980.3374000005], [492563.91889999993, 1095981.5076000001], [492564.0694000004, 1095982.8982999995], [492564.22250000015, 1095984.3133000005], [492564.32380000036, 1095985.8397000004], [492564.38989999983, 1095987.2234000005], [492564.45430000033, 1095988.5724999998], [492564.5137, 1095989.8160999995], [492564.57770000026, 1095991.1546999998], [492564.65110000037, 1095992.6906000003], [492564.73419999983, 1095994.4306000005], [492564.82639999967, 1095996.3608], [492564.93230000045, 1095998.5780999996], [492564.99959999975, 1095999.9860999994], [492565.0524000004, 1096001.0912999995], [492565.0845999997, 1096001.7649000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
126,127,CATÓLICA,IGLESIA SANTA MARTA - OFICINAS ADMINISTRATIVAS,IGLESIA SANTA MARTA ,6,ESTADO,"{'rings': [[[492523.55009999964, 1096244.0841000006], [492532.4386999998, 1096243.9407000002], [492532.4386999998, 1096234.1920999996], [492536.0116999997, 1096234.1920999996], [492535.4143000003, 1096227.2744999994], [492535.0285, 1096226.8527000006], [492521.25629999954, 1096226.9995000008], [492521.25629999954, 1096230.7512999997], [492518.38910000026, 1096230.7512999997], [492518.38910000026, 1096244.227499999], [492523.55009999964, 1096244.0841000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
127,128,NO CATÓLICA,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,MORMONES,6,PRIVADO,"{'rings': [[[493355.9820999997, 1095882.4525000006], [493338.1513, 1095883.2051], [493338.9693, 1095898.4185000006], [493356.8980999999, 1095897.3060999997], [493355.9820999997, 1095882.4525000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
128,129,NO CATÓLICA,IGLESIA ALIANZA CRISTIANA Y MISIONERA - OFICINAS,ALIANZA CRISTIANA Y MISIONERA ,6,PRIVADO,"{'rings': [[[494132.68010000046, 1095739.4682999998], [494128.59729999956, 1095741.6545000002], [494135.69350000005, 1095755.0122999996], [494129.00069999974, 1095758.5327000003], [494137.7439000001, 1095775.9561], [494137.8119000001, 1095774.6042999998], [494137.8117000004, 1095774.4041000009], [494137.8085000003, 1095771.4297000002], [494137.74010000005, 1095769.2869000006], [494137.47389999963, 1095767.6998999994], [494137.1007000003, 1095765.0017000008], [494138.13269999996, 1095764.3475000001], [494144.6341000004, 1095760.2257000003], [494132.68010000046, 1095739.4682999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
129,130,NO CATÓLICA,IGLESIA MUNDIAL,IGLESIA MUNDIAL,6,PRIVADO,"{'rings': [[[492515.28670000006, 1095647.1546999998], [492495.3245000001, 1095645.2138999999], [492495.0822999999, 1095647.757099999], [492506.4567, 1095648.7463000007], [492505.93790000025, 1095654.140900001], [492514.4846999999, 1095654.7345000003], [492515.28670000006, 1095647.1546999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
130,131,NO CATÓLICA,TEMPLO BÍBILICO AIBC CALLE MORENOS,TEMPLO BÍBILICO AIBC,8,PRIVADO,"{'rings': [[[488541.99010000005, 1097696.4722000007], [488546.86010000017, 1097690.7821999993], [488543.5100999996, 1097684.6021999996], [488523.5900999997, 1097682.0622000005], [488523.5301000001, 1097682.9722000007], [488522.75009999983, 1097682.9922000002], [488522.56010000035, 1097685.3822000008], [488520.55009999964, 1097685.3922000006], [488520.1601, 1097685.3871999998], [488519.11010000017, 1097692.7621999998], [488522.1300999997, 1097693.1522000004], [488522.0111999996, 1097694.1954999994], [488541.99010000005, 1097696.4722000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
131,132,NO CATÓLICA,IGLESIA BAUTISTA EL REDENTOR,BAUTISTA EL REDENTOR,8,PRIVADO,"{'rings': [[[488958.93039999995, 1097874.6162], [488958.67399999965, 1097871.3460000008], [488957.2703999998, 1097853.4462000001], [488957.0700000003, 1097850.7663000003], [488957.0404000003, 1097850.3761999998], [488943.4003999997, 1097851.5561999995], [488945.1704000002, 1097872.9162000008], [488950.63040000014, 1097872.2361999992], [488951.1003999999, 1097875.5862000007], [488958.93039999995, 1097874.6162]], [[488955.5900999997, 1097848.7755999994], [488955.5900999997, 1097843.4591000006], [488943.0239000004, 1097844.7478999998], [488943.0239000004, 1097845.2313], [488943.1849999996, 1097849.7422000002], [488955.5900999997, 1097848.7755999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
132,133,CATÓLICA,IGLESIA CATÓLICA LOS ANONOS,IGLESIA CATÓLICA LOS ANONOS,8,ESTADO,"{'rings': [[[486720.2854000004, 1098124.5947999991], [486715.7363, 1098126.4914999995], [486716.09800000023, 1098137.921599999], [486721.9578, 1098133.8704000004], [486730.8559999997, 1098118.7508000005], [486732.9539000001, 1098114.4825999998], [486737.7253999999, 1098103.2748000007], [486732.0153999999, 1098100.4147999994], [486726.62540000025, 1098105.3548000008], [486721.6730000004, 1098096.1174999997], [486708.8454, 1098102.9947999995], [486720.2854000004, 1098124.5947999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
133,134,CATÓLICA,IGLESIA CATÓLICA BARRIO LA LUISA,IGLESIA CATÓLICA BO. LA LUISA,8,ESTADO,"{'rings': [[[488836.87009999994, 1099496.9822000004], [488835.97009999957, 1099499.5822], [488840.3251, 1099499.4586999994], [488840.2801000001, 1099497.8721999992], [488845.2301000003, 1099499.2322000004], [488850.94010000024, 1099492.6422000006], [488853.99069999997, 1099491.7420000006], [488850.37009999994, 1099479.4722000007], [488830.68010000046, 1099485.2621999998], [488834.50009999983, 1099497.5121999998], [488836.87009999994, 1099496.9822000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
134,135,NO CATÓLICA,CENTRO DE VICTORIA CRISTIANA,VICTORIA CRISTIANA,8,PRIVADO,"{'rings': [[[488770.4221000001, 1098005.8034000006], [488772.3013000004, 1098017.3468999993], [488811.08469999954, 1098009.5902999993], [488811.3682000004, 1098006.1245000008], [488812.44710000046, 1097992.9385000002], [488807.1001000004, 1097993.4321999997], [488807.50009999983, 1097997.5921999998], [488803.4001000002, 1097997.8122000005], [488803.7100999998, 1098000.542199999], [488792.00009999983, 1098002.3922000006], [488777.8901000004, 1098004.6221999992], [488777.2801000001, 1098002.5221999995], [488772.17009999976, 1098003.4022000004], [488772.49010000005, 1098005.4722000007], [488770.4221000001, 1098005.8034000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
135,136,CATÓLICA,CAPILLA CATÓLICA BARRIO BALCÓN VERDE,CAPILLA CATÓLICA  BALCÓN VERDE,8,ESTADO,"{'rings': [[[487639.6864, 1098505.3337999992], [487642.96719999984, 1098506.8154000007], [487647.9413999999, 1098508.1912999991], [487651.4338999996, 1098499.1953999996], [487648.0471999999, 1098498.3487], [487643.3905999996, 1098496.3378999997], [487639.6864, 1098505.3337999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
136,137,CATÓLICA,IGLESIA DE NUESTRA SEÑORA DEL PERPETUO SOCORRO,IGLESIA NUESTRA SRA. DEL PERPETUO SOCORRO,8,ESTADO,"{'rings': [[[488689.26499999966, 1097914.1613999996], [488689.18599999975, 1097914.1020999998], [488687.2810000004, 1097894.8403999992], [488685.37600000016, 1097884.9978999998], [488680.5076000001, 1097883.6220999993], [488676.87600000016, 1097885.2010999992], [488677.24170000013, 1097887.8956000004], [488678.3217000002, 1097895.8756000008], [488672.6118000001, 1097896.6465000007], [488653.24170000013, 1097899.2655999996], [488654.89470000006, 1097911.5577000007], [488678.96690000035, 1097909.0069999993], [488680.1172000002, 1097918.0818000007], [488689.6172000002, 1097916.8335999995], [488689.4166000001, 1097915.3463000003], [488689.26499999966, 1097914.1613999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
137,138,CATÓLICA,IGLESIA URUCA,IGLESIA URUCA,7,ESTADO,"{'rings': [[[488838.27440000046, 1100085.7554000001], [488832.0831000004, 1100075.7017], [488834.99349999987, 1100074.0480000004], [488826.35929999966, 1100059.0777000003], [488825.7971000001, 1100059.4083999991], [488823.2505000001, 1100055.7704000007], [488821.36099999957, 1100056.8789000008], [488819.6124, 1100053.8851999994], [488817.5127999997, 1100050.6029000003], [488816.73510000017, 1100051.073999999], [488805.62260000035, 1100057.9200999998], [488811.90639999975, 1100068.768100001], [488790.41899999976, 1100081.7665999997], [488798.61089999974, 1100095.3074999992], [488820.11290000007, 1100082.0832000002], [488826.56879999954, 1100092.8253000006], [488838.27440000046, 1100085.7554000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
138,139,CATÓLICA,IGLESIA BARRIO CORAZÓN DE JESÚS - URUCA,IGLESIA BO. CORAZÓN DE JESÚS - URUCA,7,ESTADO,"{'rings': [[[487645.9462000001, 1101180.0276999995], [487640.58389999997, 1101178.0712000001], [487641.5761000002, 1101175.8553], [487638.20139999967, 1101174.5131], [487629.6964999996, 1101196.0276999995], [487640.1440000003, 1101199.7408000007], [487645.9462000001, 1101180.0276999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
139,140,CATÓLICA,IGLESIA SANTA CATALINA DE ALEJANDRÍA,IGLESIA SANTA CATALINA DE ALEJANDRÍA,7,ESTADO,"{'rings': [[[486961.14690000005, 1101104.5877999999], [486966.8883999996, 1101100.2162999995], [486972.18010000046, 1101096.1873000003], [486972.33270000014, 1101096.3834000006], [486974.5739000002, 1101099.2635999992], [486975.3892000001, 1101098.7026000004], [486976.21499999985, 1101098.1849000007], [486974.71729999967, 1101094.7046000008], [486972.98709999956, 1101090.6839000005], [486970.39410000015, 1101092.3772999998], [486957.8661000002, 1101076.3434999995], [486957.23110000044, 1101076.7402999997], [486955.48479999974, 1101074.6501000002], [486944.3987999996, 1101083.2226999998], [486946.0921, 1101085.3128999993], [486945.37770000007, 1101085.8948999997], [486954.55879999977, 1101097.7482999992], [486958.17899999954, 1101102.3491999991], [486960.3618000001, 1101105.3257], [486961.14690000005, 1101104.5877999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
140,141,CATÓLICA,IGLESIA SANTA CATALINA DE ALEJANDRÍA,IGLESIA SANTA CATALINA DE ALEJANDRÍA,7,ESTADO,"{'rings': [[[486966.3509999998, 1101074.0013999995], [486962.8509999998, 1101069.2105], [486957.9371999996, 1101072.8701000009], [486961.57189999986, 1101077.6159000006], [486966.3509999998, 1101074.0013999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
141,142,NO CATÓLICA,IGLESIA TIERRA DE BENDICIÓN,TIERRA DE BENDICIÓN,7,PRIVADO,"{'rings': [[[485753.74179999996, 1101905.1348], [485759.76099999994, 1101915.3873999994], [485760.2901999997, 1101916.1811999995], [485765.9787999997, 1101913.4030000009], [485767.8969999999, 1101916.5779999997], [485778.5465000002, 1101911.6831999999], [485770.1459999997, 1101895.8081999999], [485753.74179999996, 1101905.1348]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
142,143,NO CATÓLICA,IGLESIA DEL NAZARENO PODER DE LO ALTO (NO CATÓLICA),NAZARENO PODER DE LO ALTO,7,PRIVADO,"{'rings': [[[486055.2877000002, 1101872.9297000002], [486060.4112999998, 1101879.8904], [486068.5482999999, 1101874.4627999999], [486063.7196000004, 1101867.7820999995], [486055.2877000002, 1101872.9297000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
143,144,CATÓLICA,IGLESIA BARRIO ROSITER CARBALLO,IGLESIA BARRIO ROSITER CARBALLO,7,ESTADO,"{'rings': [[[486119.5296, 1101774.5993000008], [486117.74370000046, 1101767.9847], [486094.4944000002, 1101774.466], [486096.5769999996, 1101782.7353000008], [486107.6895000003, 1101780.0894000009], [486107.2926000003, 1101777.8405000009], [486119.5296, 1101774.5993000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
144,145,NO CATÓLICA,IGLESIA CASA DE MI AMIGO,CASA DE MI AMIGO,7,PRIVADO,"{'rings': [[[489188.50069999974, 1100902.7204], [489187.40919999965, 1100907.9408999998], [489184.6046000002, 1100907.3059], [489184.02249999996, 1100910.8512999993], [489186.6683, 1100911.486300001], [489186.0861999998, 1100914.7142999992], [489202.00989999995, 1100916.9285000004], [489204.59530000016, 1100904.9099000003], [489188.50069999974, 1100902.7204]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
145,146,CATÓLICA,IGLESIA DE LA PEREGRINA,IGLESIA DE LA PEREGRINA,7,ESTADO,"{'rings': [[[488840.09669999965, 1100984.0503000002], [488792.8315000003, 1100973.2500999998], [488789.2304999996, 1100988.4584], [488790.35500000045, 1100988.7229999993], [488789.29669999983, 1100993.8824000005], [488805.0394000001, 1100997.4542999994], [488806.2301000003, 1100992.4272000007], [488836.1941999998, 1100999.2402], [488840.09669999965, 1100984.0503000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
