,OBJECTID,ID_DISTRITO,CATEGORIA,NOMBRE,ABREVIADO,SHAPE
104,111,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL CRECE CONMIGO,GUARDERÍA INFANTIL CRECE CONMIGO,"{'rings': [[[486128.6026999997, 1099276.5384999998], [486128.70490000024, 1099274.3439000007], [486128.7736999998, 1099272.8676999994], [486104.2483999999, 1099272.1407999992], [486103.9779000003, 1099282.0768], [486122.2252000002, 1099283.0043000001], [486122.6330000004, 1099276.3377999999], [486128.6026999997, 1099276.5384999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
105,112,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL DE COLORES,GUARDERÍA INFANTIL DE COLORES,"{'rings': [[[486304.79849999957, 1099829.1926000006], [486301.2412999999, 1099802.5369000006], [486292.7966, 1099803.1209999993], [486293.58669999987, 1099809.5343999993], [486288.34729999956, 1099809.9954000004], [486290.21109999996, 1099823.393100001], [486295.8973000003, 1099822.668299999], [486296.07739999983, 1099824.0286999997], [486299.0482999999, 1099823.6586000007], [486299.8548999997, 1099829.8410999998], [486304.79849999957, 1099829.1926000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
106,113,9,SALÓN COMUNAL,SALÓN COMUNAL SANTA CATALINA,SALÓN COMUNAL SANTA CATALINA,"{'rings': [[[485186.78729999997, 1100194.3785999995], [485182.3057000004, 1100177.3989000004], [485183.0630999999, 1100177.2094999999], [485180.7907999996, 1100167.5518999994], [485167.03029999975, 1100170.6448999997], [485169.14859999996, 1100180.5842000004], [485169.80879999977, 1100180.4141000006], [485174.07990000024, 1100197.6092000008], [485186.78729999997, 1100194.3785999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
107,114,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL LA CAMPANITA,GUARDERÍA INFANTIL LA CAMPANITA,"{'rings': [[[485963.0471999999, 1100804.5055999998], [485977.6626000004, 1100803.6460999995], [485983.4946999997, 1100803.303200001], [485983.19859999977, 1100796.0482], [485982.9386999998, 1100789.6783000007], [485973.7388000004, 1100790.4034000002], [485968.9576000003, 1100790.7803000007], [485959.8925000001, 1100791.4947999995], [485960.5412999997, 1100801.760399999], [485957.81510000024, 1100801.9241000004], [485957.9621000001, 1100804.8046000004], [485963.0471999999, 1100804.5055999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
108,115,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL GRANJA MUSHKA,GUARDERÍA INFANTIL GRANJA MUSHKA,"{'rings': [[[487419.4548000004, 1098942.609099999], [487429.14080000017, 1098936.08], [487433.24990000017, 1098933.3102000002], [487423.57490000036, 1098919.450099999], [487422.54279999994, 1098920.0708000008], [487422.11789999995, 1098920.3263000008], [487412.4462000001, 1098926.1429999992], [487406.50820000004, 1098929.6546999998], [487416.6135, 1098944.5242999997], [487419.4548000004, 1098942.609099999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
109,116,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[486167.0669, 1099368.3651], [486164.6520999996, 1099360.9508999996], [486161.92069999967, 1099362.0743000004], [486160.3652999997, 1099358.1480999999], [486154.54750000034, 1099360.6015000008], [486155.2874999996, 1099362.1587000005], [486157.00189999957, 1099361.3999000005], [486158.19849999994, 1099363.7093000002], [486130.75289999973, 1099375.4400999993], [486133.7067, 1099382.8622999992], [486151.9508999996, 1099375.0687000006], [486167.0669, 1099368.3651]], [[486130.89049999975, 1099384.0640999991], [486125.7912999997, 1099372.3759000003], [486119.91970000044, 1099374.958900001], [486118.76669999957, 1099375.3509], [486124.12370000035, 1099386.7609], [486125.62770000007, 1099386.3099000007], [486130.89049999975, 1099384.0640999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
110,117,9,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS,"{'rings': [[[486316.79110000003, 1099746.0980999991], [486316.2969000004, 1099741.7957000006], [486314.07629999984, 1099742.0658999998], [486313.75629999954, 1099739.3850999996], [486318.62349999975, 1099738.8005], [486317.9057, 1099733.8872999996], [486313.2260999996, 1099734.4434999991], [486312.58970000036, 1099728.7849000003], [486299.8359000003, 1099730.3184999991], [486300.9325000001, 1099740.5252999999], [486289.8075000001, 1099741.8531], [486291.2703, 1099746.9831000008], [486291.7215, 1099748.5658999998], [486298.0806999998, 1099747.9398999996], [486316.79110000003, 1099746.0980999991]], [[486316.9073000001, 1099727.2314999998], [486316.2461000001, 1099722.1491], [486314.94409999996, 1099722.3091000002], [486305.81850000005, 1099723.4317000005], [486307.2742999997, 1099728.5215000007], [486316.9073000001, 1099727.2314999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
111,118,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[486386.47640000004, 1100113.0055], [486388.5417999998, 1100109.7991000004], [486384.5712000001, 1100107.4762999993], [486383.61089999974, 1100109.3868000004], [486381.58029999956, 1100108.0263999999], [486379.57969999965, 1100111.5373999998], [486372.1571000004, 1100107.1647999994], [486375.5094999997, 1100101.6283], [486377.79920000024, 1100102.9148999993], [486380.85819999967, 1100097.2555], [486371.8169999998, 1100091.511499999], [486368.09420000017, 1100089.1462999992], [486356.7503000004, 1100105.3100000005], [486358.1199000003, 1100106.1689], [486358.18099999987, 1100106.2072], [486381.4548000004, 1100120.8014000002], [486386.47640000004, 1100113.0055]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
112,119,9,SALÓN COMUNAL,SALÓN COMUNAL ADIPA,SALÓN COMUNAL ADIPA,"{'rings': [[[485653.2207000004, 1099390.5058999993], [485652.0270999996, 1099391.0144999996], [485652.13609999977, 1099392.9978999998], [485635.1665000003, 1099394.0188999996], [485636.87289999984, 1099419.2446999997], [485639.0245000003, 1099419.2446999997], [485639.0245000003, 1099421.3962999992], [485649.26329999976, 1099420.6543000005], [485649.1891000001, 1099418.5026999991], [485654.53089999966, 1099418.2059000004], [485653.31070000026, 1099392.9273000006], [485653.29009999987, 1099392.9285000004], [485653.30310000014, 1099392.9163000006], [485653.2207000004, 1099390.5058999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
113,120,9,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS,"{'rings': [[[485473.76460000034, 1099810.9221], [485466.8548999997, 1099795.5328000002], [485463.5133999996, 1099796.956700001], [485460.48500000034, 1099789.6634999998], [485452.7292999998, 1099793.015900001], [485458.17819999997, 1099805.5943999998], [485462.50769999996, 1099815.5734], [485473.76460000034, 1099810.9221]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
114,121,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[485168.0708999997, 1100018.8979000002], [485177.15050000045, 1100014.9211], [485170.8618999999, 1100000.1129], [485166.47479999997, 1100002.0442999993], [485165.60199999996, 1100000.0151000004], [485162.0614, 1100001.5447000004], [485161.7460000003, 1100002.0977999996], [485161.0005999999, 1100002.4181999993], [485168.0708999997, 1100018.8979000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
115,122,9,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS SAN PEDRO CLAVER,HOGAR DE ANCIANOS SAN PEDRO CLAVER,"{'rings': [[[486258.79839999974, 1099430.7907999996], [486263.44489999954, 1099440.7675], [486264.14329999965, 1099442.2666999996], [486282.2642999999, 1099433.8534999993], [486279.1523000002, 1099426.7216999996], [486280.10309999995, 1099426.4190999996], [486278.6091, 1099422.9677000009], [486284.6310999999, 1099420.2169000003], [486282.66050000023, 1099415.8456999995], [486294.48390000034, 1099410.3341000006], [486291.3130999999, 1099402.1717000008], [486289.3925000001, 1099403.0019000005], [486279.4297000002, 1099407.3531], [486274.6180999996, 1099409.5237000007], [486272.1174999997, 1099409.6837000009], [486252.9353, 1099418.2018999998], [486258.79839999974, 1099430.7907999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
116,123,9,SALÓN COMUNAL,SALÓN COMUNAL VILLA ESPERANZA,SALÓN COMUNAL VILLA ESPERANZA,"{'rings': [[[484400.8504999997, 1099481.8167000003], [484395.4528999999, 1099482.3114999998], [484396.6902999999, 1099498.3835000005], [484414.67870000005, 1099496.8833000008], [484415.56489999965, 1099507.2142999992], [484415.5664999997, 1099507.2316999994], [484415.66610000003, 1099508.3945000004], [484424.44969999976, 1099507.5486999992], [484423.96329999994, 1099499.4601000007], [484420.5323000001, 1099499.6502999999], [484420.0521, 1099490.4576999992], [484424.09329999983, 1099490.2774999999], [484422.8831000002, 1099480.7047000006], [484400.93649999984, 1099482.8351000007], [484400.8504999997, 1099481.8167000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
117,124,9,ASOCIACIÓN,ASOCIACIONES SOCIALES,ASOCIACIONES SOCIALES,"{'rings': [[[482437.8671000004, 1101305.9353999998], [482434.09219999984, 1101298.2358], [482433.0658, 1101296.1424000002], [482428.6445000004, 1101298.393100001], [482433.3657999998, 1101308.296], [482437.94710000046, 1101306.1053999998], [482437.94379999954, 1101306.0983000007], [482437.8671000004, 1101305.9353999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
118,125,9,SALÓN COMUNAL,SALÓN COMUNAL FINCA SAN JUAN,SALÓN COMUNAL FINCA SAN JUAN,"{'rings': [[[483684.5083999997, 1100424.4474], [483680.95660000015, 1100426.1777], [483678.09339999966, 1100427.5724999998], [483676.48730000015, 1100428.3549000006], [483676.40869999956, 1100428.3932000007], [483668.8491000002, 1100432.0758999996], [483673.11560000014, 1100441.2478999998], [483688.63879999984, 1100435.1542000007], [483687.5806999998, 1100432.4115999993], [483684.5083999997, 1100424.4474]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
119,126,9,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS CASA SAN ANTONIO DE PADUA,HOGAR DE ANCIANOS CASA SAN ANTONIO DE PADUA,"{'rings': [[[482837.18879999965, 1100896.7043999992], [482857.7962999996, 1100886.9850999992], [482850.5203, 1100869.6717000008], [482829.22449999955, 1100879.9946999997], [482837.18879999965, 1100896.7043999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
120,127,9,ASOCIACIÓN,ASOCIACIONES SOCIALES,ASOCIACIONES SOCIALES,"{'rings': [[[482437.94379999954, 1101306.0983000007], [482437.96270000003, 1101306.1100999992], [482439.9336000001, 1101310.3673], [482440.56429999974, 1101310.0913999993], [482442.96889999975, 1101315.0976], [482452.4293999998, 1101310.6827000007], [482444.15139999986, 1101293.4565999992], [482434.09219999984, 1101298.2358], [482437.8671000004, 1101305.9353999998], [482437.94379999954, 1101306.0983000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
121,128,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[484566.2653000001, 1100461.8791000005], [484556.98089999985, 1100442.2090000007], [484554.31439999957, 1100443.4963000007], [484555.7737999996, 1100446.5258000009], [484551.3054999998, 1100448.6202000007], [484552.3340999996, 1100450.8234], [484557.62320000026, 1100462.1522000004], [484560.15500000026, 1100461.0300999992], [484561.63609999977, 1100464.1629000008], [484566.2653000001, 1100461.8791000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
122,129,9,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,"{'rings': [[[484058.05069999956, 1100394.2214000002], [484044.6160000004, 1100361.2673000004], [483950.73230000027, 1100387.1994000003], [483954.84729999956, 1100401.9524000008], [483965.0864000004, 1100399.3817999996], [484014.93429999985, 1100386.8673999999], [484026.8998999996, 1100403.9612000007], [484058.05069999956, 1100394.2214000002]], [[483945.74039999954, 1100383.6877999995], [483912.9313000003, 1100297.1119999997], [483897.0717000002, 1100300.8038999997], [483897.3568000002, 1100301.6136000007], [483924.10759999976, 1100377.5700000003], [483929.46889999975, 1100390.0844999999], [483945.74039999954, 1100383.6877999995]], [[483948.89130000025, 1100387.9491000008], [483948.47119999956, 1100386.3885999992], [483946.81070000026, 1100386.6487000007], [483945.2801999999, 1100385.9185000006], [483934.88709999993, 1100388.4891], [483938.8481999999, 1100402.9634000007], [483953.00239999965, 1100399.1023999993], [483950.23170000035, 1100388.8694000002], [483948.89130000025, 1100387.9491000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
123,130,9,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL CEN CINAI,GUARDERÍA INFANTIL CEN CINAI,"{'rings': [[[482966.6168999998, 1101071.9241000004], [482962.0371000003, 1101062.0519999992], [482944.5268000001, 1101069.8779000007], [482949.6766999997, 1101081.8201000001], [482967.4397999998, 1101073.7091000006], [482966.6168999998, 1101071.9241000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
124,131,9,ASOCIACIÓN,ASOCIACIONES SOCIALES,ASOCIACIONES SOCIALES,"{'rings': [[[483073.6825000001, 1100906.4492000006], [483093.6545000002, 1100897.7076999992], [483090.3607999999, 1100887.6212000009], [483070.1085999999, 1100896.8111000005], [483071.3618000001, 1100900.1906000003], [483073.6825000001, 1100906.4492000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
125,132,10,SALÓN COMUNAL,SALÓN COMUNAL 25 DE JULIO,SALÓN COMUNAL 25 DE JULIO,"{'rings': [[[489605.0610999996, 1096266.8202999998], [489612.1743999999, 1096280.6480999999], [489650.3811999997, 1096263.9980999995], [489643.6682000002, 1096249.8792000003], [489642.07519999985, 1096250.6019000001], [489634.71050000004, 1096253.8288000003], [489627.74899999984, 1096256.8791000005], [489620.45050000027, 1096260.0770999994], [489613.6667999998, 1096263.0494999997], [489605.0610999996, 1096266.8202999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
126,133,10,SALÓN COMUNAL,SALÓN COMUNAL HATILLO 2,SALÓN COMUNAL HATILLO 2,"{'rings': [[[488880.4634999996, 1097103.2645999994], [488876.75659999996, 1097085.8201000001], [488868.1403999999, 1097088.5578000005], [488871.9506999999, 1097105.0607999992], [488880.4634999996, 1097103.2645999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
127,134,10,SALÓN COMUNAL,SALÓN COMUNAL BELGRADO,SALÓN COMUNAL BELGRADO,"{'rings': [[[489357.87239999976, 1096222.2632999998], [489354.4154000003, 1096212.8483000007], [489360.6065999996, 1096210.9432999995], [489358.86039999966, 1096205.0694999993], [489357.66970000044, 1096205.4663999993], [489351.7165999999, 1096189.512], [489339.01659999974, 1096194.1951000001], [489344.81099999975, 1096211.3401999995], [489344.176, 1096211.5782999992], [489345.76350000035, 1096216.182], [489352.1135, 1096214.038899999], [489355.21860000025, 1096222.8366999999], [489357.87239999976, 1096222.2632999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
128,135,11,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL COMEDOR PARA NIÑOS,GUARDERÍA INFANTIL COMEDOR PARA NIÑOS,"{'rings': [[[490821.01290000044, 1095262.6236000005], [490817.06039999984, 1095260.6524999999], [490814.5844999999, 1095259.4727999996], [490811.7320999997, 1095265.6289000008], [490806.52410000004, 1095276.8686999995], [490801.77440000046, 1095287.1196999997], [490795.7949000001, 1095300.0245999992], [490804.0581, 1095300.0877], [490808.57070000004, 1095290.1163999997], [490821.01290000044, 1095262.6236000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
129,136,11,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS HATILLO SAN SEBASTIÁN,HOGAR DE ANCIANOS HATILLO SAN SEBASTIÁN,"{'rings': [[[490040.17119999975, 1096067.1912999991], [490053.7934999997, 1096062.2832999993], [490048.68510000035, 1096046.6576000005], [490050.0873999996, 1096046.1568], [490051.69010000024, 1096041.7495000008], [490049.68680000026, 1096035.9399999995], [490045.5800000001, 1096034.6379000004], [490044.5784, 1096034.9384000003], [490036.9659000002, 1096012.5014999993], [490028.75239999965, 1096005.0894000009], [490017.73429999966, 1096001.5835999995], [490017.2335000001, 1096000.1812999994], [490014.3287000004, 1096001.4834000003], [490015.6309000002, 1096004.788899999], [490020.63910000026, 1096006.5918000005], [490018.1349999998, 1096007.4933000002], [490026.2483000001, 1096026.9252000004], [490024.1448999997, 1096027.7265000008], [490032.6588000003, 1096049.6624999996], [490036.6654000003, 1096048.2601999994], [490036.1645999998, 1096046.5573999994], [490039.67030000035, 1096045.2553000003], [490040.17119999975, 1096046.0566000007], [490044.6786000002, 1096047.8596], [490045.6802000003, 1096047.2586000003], [490046.2812000001, 1096050.2634999994], [490041.4732999997, 1096052.1666], [490043.6769000003, 1096057.2750000004], [490037.5669, 1096059.7791000009], [490040.17119999975, 1096067.1912999991]], [[490034.7622999996, 1096043.6526999995], [490028.75239999965, 1096027.7265000008], [490032.55869999994, 1096026.2240999993], [490034.6621000003, 1096020.6148000006], [490041.27300000004, 1096036.0402000006], [490038.56850000005, 1096040.5475999992], [490038.96920000017, 1096042.1502], [490034.7622999996, 1096043.6526999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
130,137,11,ASOCIACIÓN,ASOCIACIÓN CLUB DE LEONES SAN SEBASTIAN,ASOCIACIÓN CLUB DE LEONES SAN SEBASTIAN,"{'rings': [[[490621.80879999977, 1095963.1875999998], [490634.8351999996, 1095958.1424000002], [490633.8783999998, 1095955.0593999997], [490638.34339999966, 1095953.1458], [490632.4014999997, 1095931.1031], [490631.85830000043, 1095931.2587000001], [490630.5373999998, 1095931.6371999998], [490614.1344999997, 1095936.3367999997], [490614.3524000002, 1095937.1454000007], [490615.7679000003, 1095942.0891999993], [490616.67899999954, 1095945.2712999992], [490617.4506999999, 1095947.9666000009], [490621.80879999977, 1095963.1875999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
131,138,11,SALÓN COMUNAL,SALÓN COMUNAL SAGRADA FAMILIA,SALÓN COMUNAL SAGRADA FAMILIA,"{'rings': [[[490448.2664999999, 1096664.7194999997], [490456.80680000037, 1096662.7836000007], [490456.8519000001, 1096662.9595999997], [490457.09700000007, 1096662.700099999], [490466.94120000023, 1096659.582800001], [490471.7411000002, 1096658.0627999995], [490471.2616999997, 1096650.7524999995], [490469.66050000023, 1096648.6586000007], [490466.0884999996, 1096646.9342], [490445.3957000002, 1096645.9487999994], [490448.2664999999, 1096664.7194999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
132,139,11,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS  SAN CAYETANO,HOGAR DE ANCIANOS  SAN CAYETANO,"{'rings': [[[490975.6637000004, 1096717.0558000002], [490952.12210000027, 1096717.8767000008], [490952.4467000002, 1096723.5413000006], [490975.63350000046, 1096722.3687999994], [490975.6637000004, 1096717.0558000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
133,140,11,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS SAN CAYETANO,HOGAR DE ANCIANOS SAN CAYETANO,"{'rings': [[[490984.44710000046, 1096739.0072000008], [490985.7599999998, 1096724.6388000008], [490985.9787999997, 1096723.4718999993], [490975.62870000023, 1096723.2147000004], [490975.63350000046, 1096722.3687999994], [490952.4467000002, 1096723.5413000006], [490951.1886999998, 1096723.5426000003], [490951.6754999999, 1096730.0944999997], [490951.9101999998, 1096733.6110999994], [490953.17140000034, 1096733.4614000004], [490976.81769999955, 1096731.9702000003], [490977.96499999985, 1096738.0342999995], [490977.92260000017, 1096738.3082999997], [490978.39350000024, 1096738.4966000002], [490984.44710000046, 1096739.0072000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
134,141,11,ALCOHÓLICOS ANÓNIMOS,"ALCOHÓLICOS ANÓNIMOS, HOGAR SALVANDO AL ALCÓHOLICO",HOGAR SALVANDO AL ALCÓHOLICO,"{'rings': [[[491616.10639999993, 1096846.4864000008], [491606.4144000001, 1096846.3643999994], [491605.9693, 1096838.1028000005], [491605.19519999996, 1096837.9858999997], [491604.88999999966, 1096838.3520999998], [491595.2520000003, 1096839.0505], [491594.9726999998, 1096836.8156000003], [491588.96640000027, 1096837.3742999993], [491589.3854, 1096841.7742999997], [491580.65529999975, 1096842.1235000007], [491581.0044999998, 1096850.9233999997], [491577.7918999996, 1096851.1328999996], [491578.4902999997, 1096861.0503000002], [491590.50289999973, 1096860.3519000001], [491590.36319999956, 1096858.6059000008], [491611.60560000036, 1096857.985200001], [491612.63850000035, 1096855.9658000004], [491614.38069999963, 1096852.3131000008], [491616.10639999993, 1096846.4864000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
135,142,11,SALÓN COMUNAL,SALÓN COMUNAL PASO ANCHO NORTE,SALÓN COMUNAL PASO ANCHO NORTE,"{'rings': [[[491436.15440000035, 1096522.8192999996], [491432.19629999995, 1096511.1173], [491431.78720000014, 1096510.0395999998], [491424.3247999996, 1096502.0032000002], [491422.82320000045, 1096503.5078999996], [491418.5423999997, 1096508.2743999995], [491417.59109999985, 1096509.386499999], [491430.32299999986, 1096524.2730999999], [491433.32490000036, 1096527.7830999997], [491433.5744000003, 1096527.3454], [491436.15440000035, 1096522.8192999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
136,143,11,SALÓN COMUNAL,SALÓN COMUNAL BARRIO SAN MARTÍN,SALÓN COMUNAL BARRIO SAN MARTÍN,"{'rings': [[[490018.017, 1095078.1656], [490036.5780999996, 1095067.1772000007], [490031.15440000035, 1095056.7136000004], [490030.1542999996, 1095054.8209000006], [490029.2905000001, 1095053.1724999994], [490009.9852, 1095063.5243999995], [490018.017, 1095078.1656]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
137,144,11,SALÓN COMUNAL,SALÓN COMUNAL LÓPEZ MATEO,SALÓN COMUNAL LÓPEZ MATEO,"{'rings': [[[489938.7265999997, 1095275.3707999997], [489935.82409999985, 1095283.7369], [489935.1412000004, 1095284.9320999999], [489941.2877000002, 1095287.663899999], [489940.77550000045, 1095288.8589999992], [489944.53170000017, 1095290.2248999998], [489944.87320000026, 1095288.8589999992], [489951.8733999999, 1095292.4444999993], [489957.93539999984, 1095278.8051999994], [489940.3772999998, 1095271.0377999991], [489938.7265999997, 1095275.3707999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
138,145,11,ALCOHÓLICOS ANÓNIMOS,ALCOHÓLICOS ANÓNIMOS,ALCOHÓLICOS ANÓNIMOS,"{'rings': [[[489628.2126000002, 1095382.2126000002], [489630.2871000003, 1095381.2763999999], [489634.1480999999, 1095379.7908999994], [489634.1980999997, 1095379.7771000005], [489633.16789999977, 1095374.3885999992], [489626.56510000024, 1095375.9695999995], [489628.2126000002, 1095382.2126000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
139,146,11,ALCOHÓLICOS ANÓNIMOS,"ALCOHÓLICOS ANÓNIMOS, UNA LUZ EN PASO ANCHO",UNA LUZ EN PASO ANCHO,"{'rings': [[[490975.5109000001, 1095527.3694000002], [490975.55840000045, 1095527.3512999993], [490978.5482999999, 1095535.0513000004], [490980.65160000045, 1095540.4679000005], [490986.56340000033, 1095556.0977999996], [490990.90770000033, 1095554.6032999996], [490991.4896999998, 1095554.6027000006], [490992.44130000006, 1095553.8080000002], [490993.0756000001, 1095553.2783000004], [490993.28639999963, 1095552.3785999995], [490993.39020000026, 1095550.4737], [490992.43209999986, 1095544.9718999993], [490988.97119999956, 1095523.3705000002], [490988.4528000001, 1095522.8694000002], [490975.5895999996, 1095527.1570999995], [490975.5109000001, 1095527.3694000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
140,147,11,SALÓN COMUNAL,SALÓN COMUNAL PASO ANCHO,SALÓN COMUNAL PASO ANCHO,"{'rings': [[[490967.91700000037, 1095562.512599999], [490977.3201000001, 1095559.2777999993], [490972.7218000004, 1095547.0371000003], [490969.3278000001, 1095538.1592999995], [490968.5604999997, 1095536.1522000004], [490959.3519000001, 1095539.854699999], [490960.1766999997, 1095542.0237000007], [490967.91700000037, 1095562.512599999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
141,148,11,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL COMEDOR PARA NINOS,GUARDERÍA INFANTIL COMEDOR PARA NIÑOS,"{'rings': [[[490816.50459999964, 1095298.1951000001], [490820.4648000002, 1095288.1202000007], [490823.90610000025, 1095280.0318], [490824.68209999986, 1095278.0472], [490826.6712999996, 1095272.9601000007], [490829.1127000004, 1095266.6844999995], [490828.2410000004, 1095266.2281999998], [490825.63829999976, 1095264.9301999994], [490821.01290000044, 1095262.6236000005], [490808.57070000004, 1095290.1163999997], [490810.48149999976, 1095290.9353], [490807.6462000003, 1095296.5112999994], [490816.45579999965, 1095299.793299999], [490816.50459999964, 1095298.1951000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
142,149,11,HOGAR DE ANCIANOS,HOGAR DE ANCIANOS DIURNO SAN MARTÍN (CONAPAN),HOGAR DE ANCIANOS SAN MARTÍN (CONAPAN),"{'rings': [[[490313.04590000026, 1095134.0216000006], [490294.2087000003, 1095150.9455999993], [490294.24760000035, 1095151.3303999994], [490296.76999999955, 1095153.7723999992], [490299.91530000046, 1095156.9529999997], [490320.5717000002, 1095138.103599999], [490316.44959999993, 1095132.8499999996], [490313.8799999999, 1095135.0387999993], [490313.04590000026, 1095134.0216000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
143,150,11,COMEDOR,COMEDOR,COMEDOR,"{'rings': [[[490993.44020000007, 1095839.6359], [490993.4271, 1095839.5519999992], [491003.8552000001, 1095840.1607000008], [491008.0948000001, 1095839.5611000005], [491007.24399999995, 1095835.8960999995], [491013.60730000027, 1095834.3052999992], [491014.4753999999, 1095838.6457000002], [491017.50380000006, 1095838.1938000005], [491020.7522, 1095837.7091000006], [491019.63599999994, 1095831.4823000003], [491019.8021, 1095831.4517], [491019.59619999956, 1095831.1236000005], [491019.31549999956, 1095828.6906000003], [490992.36510000005, 1095834.7730999999], [490993.2072999999, 1095839.4519999996], [490993.44020000007, 1095839.6359]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
144,151,11,ALCOHÓLICOS ANÓNIMOS,"ALCOHÓLICOS ANÓNIMOS, GRUPO LIBERTAD DEL HOMBRE",GRUPO LIBERTAD DEL HOMBRE,"{'rings': [[[492143.73170000035, 1095379.0965], [492135.9863999998, 1095388.8965000007], [492141.71839999966, 1095391.0843000002], [492154.7720999997, 1095396.0665000007], [492155.6514999997, 1095396.4022000004], [492156.42870000005, 1095396.6987999994], [492159.6495000003, 1095397.928200001], [492165.15020000003, 1095391.4815999996], [492158.7796, 1095388.1864999998], [492159.48139999993, 1095386.0811], [492143.73170000035, 1095379.0965]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
