,OBJECTID,ID_DISTRITO,CATEGORIA,NOMBRE,ABREVIADO,SHAPE
30,31,2,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES DELDU S.A. SAN JOSÉ-PEÑAS BLANCAS,TERMINAL DE AUTOBUSES DELDU S.A. ,"{'rings': [[[490847.1489000004, 1099055.0261000004], [490844.3356999997, 1099054.4877000004], [490839.82689999975, 1099077.6061000004], [490848.4168999996, 1099079.2759000007], [490849.3081, 1099073.7783000004], [490851.8569, 1099058.1161000002], [490846.7468999997, 1099057.1259000003], [490847.1489000004, 1099055.0261000004]], [[490834.1369000003, 1099084.3158999998], [490826.4968999997, 1099082.7759000007], [490824.44689999986, 1099089.9359000009], [490822.55950000044, 1099096.5264999997], [490825.1869000001, 1099097.0461], [490830.6568999998, 1099098.1259000003], [490831.33690000046, 1099098.2558999993], [490834.1369000003, 1099084.3158999998]], [[490841.0948999999, 1099054.3175000008], [490835.1042999998, 1099053.1362999994], [490832.4042999996, 1099066.8893], [490835.3574999999, 1099067.986300001], [490834.09169999976, 1099073.3018999994], [490836.62310000043, 1099073.9769000001], [490837.7198999999, 1099068.070699999], [490841.0948999999, 1099054.3175000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
31,32,2,ALCOHÓLICOS ANÓNIMOS,EJÉRCITO DE SALVACIÓN,EJÉRCITO DE SALVACIÓN,"{'rings': [[[490498.6369000003, 1099170.9559000004], [490497.9868999999, 1099161.4058999997], [490497.9939000001, 1099161.4053000007], [490497.8869000003, 1099159.8158999998], [490490.0368999997, 1099160.4858999997], [490488.4045000002, 1099160.6285999995], [490471.7368999999, 1099162.0858999994], [490472.2969000004, 1099169.2358999997], [490474.9968999997, 1099172.1359], [490489.19689999986, 1099171.4258999992], [490498.2569000004, 1099170.9718999993], [490498.6369000003, 1099170.9559000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
32,33,2,SALÓN COMUNAL,SALÓN COMUNAL FLORIDA NORTE,SALÓN COMUNAL FLORIDA NORTE,"{'rings': [[[490727.1830000002, 1099731.0519999992], [490741.3509999998, 1099729.0280000009], [490738.7198000001, 1099705.9543999992], [490724.1469999999, 1099709.1928000003], [490727.1830000002, 1099731.0519999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
33,34,2,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES TRALAPA,TERMINAL DE AUTOBUSES TRALAPA,"{'rings': [[[490040.77550000045, 1099262.8915], [490038.7707000002, 1099250.6193000004], [490022.1508999998, 1099254.3769000005], [490025.1074999999, 1099267.3201000001], [490040.77550000045, 1099262.8915]], [[490024.6498999996, 1099188.7397000007], [490023.31429999974, 1099188.0721000005], [490016.20689999964, 1099194.3749000002], [490022.10730000027, 1099202.4209000003], [490024.1189000001, 1099200.5435000006], [490029.2125000004, 1099195.0423000008], [490024.65529999975, 1099188.8767000008], [490024.6498999996, 1099188.7397000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
34,35,2,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES TICA  BUS,TERMINAL DE AUTOBUSES TICA  BUS,"{'rings': [[[490049.13740000036, 1098804.5724], [490054.6490000002, 1098797.7967000008], [490059.9665000001, 1098791.2596000005], [490050.0207000002, 1098782.8421], [490049.4249999998, 1098783.2107999995], [490046.9769000001, 1098784.7259], [490036.6188000003, 1098794.0330999997], [490049.13740000036, 1098804.5724]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
35,36,2,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES GRECIA,TERMINAL DE AUTOBUSES GRECIA,"{'rings': [[[490505.5351, 1098947.9125999995], [490510.0999999996, 1098947.7733999994], [490523.40380000044, 1098946.7446999997], [490517.99179999996, 1098931.2058000006], [490513.7583999997, 1098932.793299999], [490509.92200000025, 1098931.7349999994], [490505.5351, 1098947.9125999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
36,37,2,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES CARIBEÑOS,TERMINAL DE AUTOBUSES CARIBEÑOS,"{'rings': [[[491354.16970000044, 1099270.9919000007], [491354.54030000046, 1099263.3718999997], [491353.8523000004, 1099263.424900001], [491350.9946999997, 1099230.5811], [491347.8196999999, 1099230.6871000007], [491346.23230000027, 1099213.9652999993], [491347.78390000015, 1099213.9693], [491348.4600999998, 1099220.0383000001], [491381.13609999977, 1099215.672700001], [491379.9099000003, 1099206.2455000002], [491347.35589999985, 1099210.1296999995], [491324.59229999967, 1099212.8458999991], [491293.90029999986, 1099216.5080999993], [491294.3526999997, 1099218.6360999998], [491296.25769999996, 1099237.8977000006], [491305.35929999966, 1099237.0511000007], [491307.4760999996, 1099259.4879], [491328.00769999996, 1099258.2179000005], [491327.7960999999, 1099260.3344999999], [491330.12430000026, 1099260.1227000002], [491331.60610000044, 1099268.8011000007], [491336.8658999996, 1099268.4518999998], [491336.17810000014, 1099260.1969000008], [491336.28390000015, 1099259.8265000004], [491337.5538999997, 1099259.7206999995], [491337.81850000005, 1099262.9485], [491349.0368999997, 1099263.636499999], [491348.6665000003, 1099270.9390999991], [491354.16970000044, 1099270.9919000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
37,38,2,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,"{'rings': [[[490805.3132999996, 1099015.5376999993], [490799.2868999997, 1099014.2360999994], [490796.27689999994, 1099028.265900001], [490798.1369000003, 1099028.666099999], [490801.87090000045, 1099029.4794999994], [490805.3132999996, 1099015.5376999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
38,39,3,ALBERGUE,"CENTRO DIURNO DE ADULTOS MAYORES, LOS AÑOS DORADOS",CENTRO DIURNO LOS AÑOS DORADOS,"{'rings': [[[490123.9093000004, 1097002.0658], [490137.67929999996, 1096999.8958], [490137.5292999996, 1096997.2158000004], [490136.52469999995, 1096979.0733000003], [490124.19930000044, 1096979.7557999995], [490125.1952999998, 1096998.3413999993], [490123.61930000037, 1096998.4257999994], [490123.9093000004, 1097002.0658]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
39,40,3,SALÓN COMUNAL,SALÓN COMUNAL DE ADULTOS MAYORES,SALÓN COMUNAL DE ADULTOS MAYORES,"{'rings': [[[490119.3892999999, 1096979.1958000008], [490118.35929999966, 1096979.3088000007], [490110.36930000037, 1096980.1857999992], [490110.61930000037, 1096984.8858000003], [490111.53199999966, 1097002.4277999997], [490120.5893000001, 1097001.8758000005], [490119.3892999999, 1096979.1958000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
40,41,3,ALBERGUE,"ALBERGUE, ASOCIACIÓN DE OBRAS DEL ESPÍRITU SANTO", ASOCIACIÓN DE OBRAS DEL ESPÍRITU SANTO,"{'rings': [[[490608.56340000033, 1097070.2301000003], [490608.5692999996, 1097070.2358], [490603.1693000002, 1097077.8058000002], [490602.6593000004, 1097078.5358000007], [490625.81099999975, 1097092.0384], [490634.0131000001, 1097077.6185999997], [490613.6401000004, 1097064.5217000004], [490608.56340000033, 1097070.2301000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
41,42,3,SALÓN COMUNAL,SALÓN COMUNAL BARRIO CARIT,SALÓN COMUNAL BARRIO CARIT,"{'rings': [[[491112.3753000004, 1097278.9809000008], [491124.89410000015, 1097276.1412000004], [491124.4759999998, 1097271.8703000005], [491121.01219999976, 1097272.0812999997], [491120.89910000004, 1097270.6141999997], [491119.3722000001, 1097270.7478], [491117.9715999998, 1097253.4316000007], [491114.21470000036, 1097253.7355000004], [491106.0917999996, 1097254.5178999994], [491109.0109000001, 1097265.8774999995], [491112.3753000004, 1097278.9809000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
42,43,3,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[490068.426, 1097297.6622000001], [490066.6723999996, 1097293.8680000007], [490055.2731999997, 1097269.171599999], [490038.7374, 1097277.3310000002], [490051.5108000003, 1097305.4357999992], [490052.0747999996, 1097305.4057], [490060.9062000001, 1097301.3159999996], [490068.426, 1097297.6622000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
43,44,3,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES ,TERMINAL DE AUTOBUSES ,"{'rings': [[[490745.81799999997, 1098453.4337000009], [490744.1995000001, 1098437.897500001], [490727.4308000002, 1098440.2585000005], [490727.89070000034, 1098443.5380000006], [490729.8448000001, 1098455.8221000005], [490729.9238, 1098456.3189000003], [490731.3097000001, 1098469.1522000004], [490731.9567999998, 1098469.0997000001], [490735.55030000024, 1098468.8674999997], [490739.4537000004, 1098468.7709], [490739.10950000025, 1098468.166099999], [490737.37399999984, 1098456.2566], [490746.0686999997, 1098455.7586000003], [490745.81799999997, 1098453.4337000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
44,45,3,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[489812.64580000006, 1098439.5387999993], [489807.29000000004, 1098440.0263999999], [489798.1955000004, 1098440.8478999995], [489798.34420000017, 1098444.0425000004], [489797.3962000003, 1098444.0910999998], [489797.1777999997, 1098440.9485999998], [489786.1902999999, 1098441.9451000001], [489786.8222000003, 1098448.8807999995], [489787.21050000004, 1098453.1620000005], [489787.7204999998, 1098458.7699999996], [489788.2078999998, 1098464.0694999993], [489789.30539999995, 1098476.1681999993], [489789.30599999987, 1098476.1745999996], [489789.5404000003, 1098478.769200001], [489795.2690000003, 1098478.2514999993], [489793.90479999967, 1098463.4088000003], [489793.61110000033, 1098460.7446999997], [489804.09839999955, 1098459.6612999998], [489804.0003000004, 1098458.1643000003], [489805.94909999985, 1098458.0366999991], [489805.58889999986, 1098454.3943000007], [489808.88129999954, 1098454.0050000008], [489807.9263000004, 1098445.5840000007], [489813.15469999984, 1098445.0075000003], [489812.64580000006, 1098439.5387999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
45,46,3,ALBERGUE,ALBERGUE SAN GABRIEL,ALBERGUE SAN GABRIEL,"{'rings': [[[489530.57930000033, 1098582.0857999995], [489529.9693, 1098576.4658000004], [489530.8393000001, 1098576.0358000007], [489531.11930000037, 1098575.2958000004], [489530.5692999996, 1098568.9357999992], [489530.0493000001, 1098568.9858], [489519.449, 1098569.9858999997], [489515.60929999966, 1098570.3457999993], [489511.92929999996, 1098570.6958000008], [489508.6906000003, 1098571.0064000003], [489507.5493000001, 1098571.1158000007], [489508.61930000037, 1098581.5857999995], [489520.10929999966, 1098580.4957999997], [489520.3892000001, 1098583.0450999998], [489530.57930000033, 1098582.0857999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
46,47,3,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,"{'rings': [[[490797.57320000045, 1098448.9112999998], [490796.3526999997, 1098433.2116999999], [490792.0722000003, 1098433.6798999999], [490793.42360000033, 1098449.4980999995], [490794.4064999996, 1098461.0150000006], [490794.77139999997, 1098479.2991000004], [490798.6336000003, 1098480.0732000005], [490798.2845999999, 1098464.6454000007], [490798.7932000002, 1098464.6059000008], [490797.57320000045, 1098448.9112999998]], [[490806.75600000005, 1098450.4762999993], [490805.8507000003, 1098433.1859000009], [490802.20859999955, 1098433.5583999995], [490802.43929999974, 1098440.3079000004], [490802.02550000045, 1098445.3553999998], [490803.2178999996, 1098459.0577000007], [490807.1825000001, 1098458.6533000004], [490806.7561999997, 1098450.4800000004], [490806.75600000005, 1098450.4762999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
47,48,3,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES ALAJUELA,TERMINAL DE AUTOBUSES ALAJUELA,"{'rings': [[[490739.4537000004, 1098468.7709], [490735.55030000024, 1098468.8674999997], [490736.6616000002, 1098475.798800001], [490741.4199999999, 1098475.1666], [490751.42179999966, 1098474.5270000007], [490767.08330000006, 1098473.5165999997], [490766.9230000004, 1098470.1422000006], [490744.1129999999, 1098471.4469000008], [490741.4896, 1098470.7164999992], [490739.5053000003, 1098468.8617000002], [490739.4537000004, 1098468.7709]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
48,49,3,ALBERGUE,"ALBERGUE, ASOCIACIÓN DE OBRAS DEL ESPÍRITU SANTO",ASOCIACIÓN DE OBRAS DEL ESPÍRITU SANTO,"{'rings': [[[490613.6401000004, 1097064.5217000004], [490639.0401999997, 1097080.3967000004], [490652.534, 1097058.0394000001], [490636.52660000045, 1097047.4560000002], [490631.3672000002, 1097056.1873000003], [490626.0756000001, 1097060.0238000005], [490619.59329999983, 1097062.2727000006], [490615.6244999999, 1097062.5373], [490613.6401000004, 1097064.5217000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
49,52,3,CEMENTERIO,CEMENTERIO JUDÍO DE COSTA RICA,CEMENTERIO JUDÍO DE COSTA RICA,"{'rings': [[[489394.7273000004, 1097833.1961000003], [489398.7598000001, 1097855.667199999], [489408.6480999999, 1097853.4989], [489423.3353000004, 1097850.0845999997], [489423.3772, 1097850.075099999], [489423.3353000004, 1097849.7539000008], [489442.4902999997, 1097845.4274000004], [489442.54449999984, 1097845.7457999997], [489443.36149999965, 1097845.5613000002], [489443.2647000002, 1097845.2524999995], [489443.36149999965, 1097845.2305999994], [489441.5075000003, 1097839.3184999991], [489441.45689999964, 1097838.9504000004], [489440.9600999998, 1097835.3394000009], [489440.9260999998, 1097831.5842000004], [489440.92310000025, 1097831.2543000001], [489489.9550000001, 1097817.5201999992], [489489.9779000003, 1097817.5138000008], [489491.45859999955, 1097817.0989999995], [489496.3534000004, 1097821.9277], [489499.2401999999, 1097821.5723], [489499.3239000002, 1097821.8562000003], [489500.70019999985, 1097826.5229000002], [489501.06120000035, 1097827.7467999998], [489501.45249999966, 1097829.1041], [489501.8518000003, 1097830.4892999995], [489548.38769999985, 1097812.3677999992], [489547.8295, 1097811.7400000002], [489546.6372999996, 1097812.0157999992], [489542.6138000004, 1097805.9688000008], [489542.5466, 1097805.8677999992], [489542.4792999998, 1097805.7666999996], [489540.25820000004, 1097803.6448999997], [489527.5965, 1097791.5491000004], [489515.8940000003, 1097780.0550999995], [489515.8312999997, 1097780.1809], [489474.4406000003, 1097798.7358], [489468.45529999956, 1097791.4947999995], [489465.97860000003, 1097788.4984000009], [489465.86620000005, 1097788.5273000002], [489462.0576999998, 1097789.5073000006], [489457.8690999998, 1097790.585000001], [489449.6573999999, 1097792.6980000008], [489446.77699999977, 1097793.4390999991], [489445.6573999999, 1097793.6963999998], [489441.6979, 1097794.6064], [489437.4771999996, 1097795.5765000004], [489430.26769999973, 1097797.2334000003], [489425.9757000003, 1097798.2199000008], [489421.09530000016, 1097775.258199999], [489417.08139999956, 1097776.0777000003], [489409.09190000035, 1097777.7090000007], [489393.87909999955, 1097780.8150999993], [489376.42229999974, 1097784.5370000005], [489377.90749999974, 1097788.0540999994], [489383.1590999998, 1097800.9323999994], [489388.41050000023, 1097813.6521000005], [489390.8510999996, 1097820.0517999995], [489392.9219000004, 1097827.0074000005], [489394.7273000004, 1097833.1961000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
50,53,3,CEMENTERIO,CEMENTERIO CALVO,CEMENTERIO CALVO,"{'rings': [[[489682.4506999999, 1097876.5194000006], [489610.0356999999, 1097872.2293999996], [489598.3322999999, 1097875.4572], [489594.25939999986, 1097876.6254999992], [489591.6146, 1097877.3690000009], [489590.8214999996, 1097877.9518999998], [489575.59240000043, 1097886.8567999993], [489575.21050000004, 1097887.1119], [489574.7993000001, 1097887.3867000006], [489525.7697999999, 1097905.6920999996], [489521.5915999999, 1097907.3366999999], [489519.11649999954, 1097898.5017000008], [489518.91640000045, 1097897.4569000006], [489515.0042000003, 1097883.4919000007], [489508.8920999998, 1097861.6746999994], [489507.4073000001, 1097856.3747000005], [489507.3197999997, 1097856.0624000002], [489509.0257000001, 1097855.7036000006], [489508.8267000001, 1097855.0118000004], [489503.7122999998, 1097837.195699999], [489501.9369000001, 1097831.0117000006], [489501.0915000001, 1097828.0669999998], [489501.02240000013, 1097827.6152999997], [489500.70019999985, 1097826.5229000002], [489499.3239000002, 1097821.8562000003], [489499.2401999999, 1097821.5723], [489496.3534000004, 1097821.9277], [489491.45859999955, 1097817.0989999995], [489490.2533, 1097817.4365999997], [489489.9550000001, 1097817.5201999992], [489483.8998999996, 1097819.2162999995], [489476.86369999964, 1097821.1871000007], [489463.2873999998, 1097824.9899000004], [489440.92310000025, 1097831.2543000001], [489440.9260999998, 1097831.5842000004], [489440.9600999998, 1097835.3394000009], [489441.45689999964, 1097838.9504000004], [489441.5075000003, 1097839.3184999991], [489443.36149999965, 1097845.2305999994], [489443.2647000002, 1097845.2524999995], [489443.36149999965, 1097845.5613000002], [489442.54449999984, 1097845.7457999997], [489442.4902999997, 1097845.4274000004], [489424.11840000004, 1097849.5769999996], [489423.3353000004, 1097849.7539000008], [489423.3772, 1097850.075099999], [489423.54700000025, 1097851.3757000007], [489424.9201999996, 1097861.893100001], [489425.93200000003, 1097865.2175999992], [489426.0996000003, 1097865.1870000008], [489426.36679999996, 1097866.6460999995], [489427.14269999973, 1097869.1955999993], [489427.65830000024, 1097873.6644000001], [489427.6694, 1097873.7602999993], [489428.65490000043, 1097881.6622000001], [489429.31549999956, 1097886.9637000002], [489433.0987999998, 1097898.3147999998], [489434.19489999954, 1097901.603599999], [489434.9678999996, 1097903.9229000006], [489437.03029999975, 1097910.1108999997], [489448.20999999996, 1097943.6537999995], [489460.8465999998, 1097981.5681999996], [489548.4582000002, 1097959.7064999994], [489571.98089999985, 1098015.7928], [489575.4154000003, 1098013.2346], [489634.2017000001, 1097968.9516000003], [489639.8262, 1097945.9417000003], [489681.4676000001, 1097880.5011], [489682.4506999999, 1097876.5194000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
51,55,3,CEMENTERIO,CEMENTERIO EXTRANJEROS,CEMENTERIO EXTRANJEROS,"{'rings': [[[490344.6003999999, 1097981.9396000002], [490300.0546000004, 1097981.0541999992], [490299.4992000004, 1097981.1341999993], [490298.91729999986, 1097981.2935000006], [490298.41500000004, 1097981.6380000003], [490298.09810000006, 1097982.1674000006], [490297.8605000004, 1097982.6173999999], [490297.7553000003, 1097983.1995], [490297.94269999955, 1097985.3421999998], [490306.02990000043, 1098055.4463999998], [490337.20880000014, 1098052.0392000005], [490337.30620000046, 1098043.9438000005], [490356.7237, 1098042.7369999997], [490356.24459999986, 1098030.2822999991], [490355.86959999986, 1098023.1832999997], [490362.5356999999, 1098018.6932999995], [490344.6003999999, 1097981.9396000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
52,56,4,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES TRACOPA,TERMINAL DE AUTOBUSES TRACOPA,"{'rings': [[[491525.0471999999, 1097559.9090999998], [491522.7748999996, 1097538.3669000007], [491533.5228000004, 1097537.4026999995], [491532.1978000002, 1097525.327299999], [491541.50850000046, 1097524.5519999992], [491541.0036000004, 1097519.8030999992], [491542.8781000003, 1097519.5823999997], [491539.83469999954, 1097477.7150999997], [491537.8339999998, 1097476.8422999997], [491485.09470000025, 1097481.4749999996], [491483.0329, 1097481.9770999998], [491481.53450000007, 1097483.3534999993], [491480.2246000003, 1097485.6828000005], [491480.9760999996, 1097487.1974], [491483.7814999996, 1097502.091], [491487.3267000001, 1097524.3274000008], [491491.8881000001, 1097523.7601999994], [491493.40610000025, 1097541.2410000004], [491503.4665000001, 1097540.2774999999], [491505.3635999998, 1097561.6012999993], [491525.0471999999, 1097559.9090999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
53,57,4,ALCOHÓLICOS ANÓNIMOS,CENTRO DE AYUDA ALCOHÓLICOS ANÓNIMOS,CENTRO DE AYUDA ALCOHÓLICOS ANÓNIMOS,"{'rings': [[[491650.78369999956, 1097809.4433999993], [491651.3838999998, 1097816.7081000004], [491651.76520000026, 1097821.3235999998], [491652.9740000004, 1097835.9540999997], [491653.2126000002, 1097836.1311000008], [491653.20100000035, 1097836.0296999998], [491659.9335000003, 1097835.5757999998], [491658.64749999996, 1097820.6733999997], [491658.84920000006, 1097820.6634999998], [491658.7231999999, 1097820.4464999996], [491657.5884999996, 1097810.612400001], [491657.6536999997, 1097810.5384999998], [491657.42370000016, 1097808.8977000006], [491650.85589999985, 1097809.2508000005], [491650.78369999956, 1097809.4433999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
54,58,4,GUARDERÍA INFANTIL,GUARDERÍA,GUARDERÍA,"{'rings': [[[492190.1860999996, 1096462.0209999997], [492190.6205000002, 1096456.8804000001], [492197.2092000004, 1096457.3871999998], [492199.30879999977, 1096435.8836000003], [492178.31209999975, 1096433.8564], [492179.18090000004, 1096422.6339999996], [492189.96889999975, 1096423.357999999], [492190.9101, 1096415.6108999997], [492179.2533, 1096414.5973000005], [492178.6741000004, 1096419.7379], [492164.5555999996, 1096418.6519000009], [492163.25239999965, 1096430.236300001], [492175.8503999999, 1096431.3223], [492175.5608000001, 1096433.8564], [492158.4737999998, 1096432.2634999994], [492156.3016999997, 1096459.1249000002], [492190.1860999996, 1096462.0209999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
55,59,4,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES TRANSTUSA S.A,TERMINAL DE AUTOBUSES TRANSTUSA S.A,"{'rings': [[[492016.48029999994, 1098085.6352999993], [492015.1370000001, 1098081.9901], [492014.0990000004, 1098079.3416000009], [492006.5393000003, 1098081.2399000004], [492002.60369999986, 1098082.6032999996], [491999.53079999983, 1098083.4374000002], [491988.10929999966, 1098086.5398999993], [491992.3163999999, 1098094.9795999993], [491994.93460000027, 1098099.4845000003], [491997.8761999998, 1098103.6684000008], [492016.48029999994, 1098085.6352999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
56,60,4,CENTRO DE AYUDA,CENTRO DE AYUDA,CENTRO DE AYUDA,"{'rings': [[[492497.0943, 1097440.0522000007], [492497.89499999955, 1097463.6006000005], [492499.7105999999, 1097463.6712999996], [492499.9949000003, 1097460.260399999], [492499.6107999999, 1097459.8761999998], [492499.0739000002, 1097440.0109], [492497.0943, 1097440.0522000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
57,62,4,SALÓN COMUNAL,SALÓN COMUNAL BARRIO LUJÁN,SALÓN COMUNAL BARRIO LUJÁN,"{'rings': [[[492365.29200000037, 1097505.2950999998], [492363.12129999977, 1097502.6302000005], [492360.0011999998, 1097502.8947], [492349.3864000002, 1097503.7948000003], [492350.3365000002, 1097512.2980000004], [492354.49980000034, 1097512.230799999], [492355.64910000004, 1097513.5442999993], [492365.29200000037, 1097505.2950999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
58,63,4,GUARDERÍA INFANTIL,GUARDERÍA,GUARDERÍA,"{'rings': [[[491999.3707999997, 1097714.2608000003], [492001.6951000001, 1097726.7700999994], [492006.8690999998, 1097725.8680000007], [492004.8844999997, 1097713.4646000005], [491999.3707999997, 1097714.2608000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
59,65,4,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES LUMACA,TERMINAL DE AUTOBUSES LUMACA,"{'rings': [[[491586.3781000003, 1097967.4463], [491590.62569999974, 1097996.4411999993], [491607.43790000025, 1097994.4587999992], [491609.8518000003, 1097994.1742000002], [491609.9212999996, 1097991.882099999], [491609.97589999996, 1097990.080600001], [491609.58499999996, 1097989.5044999998], [491607.9896999998, 1097975.3380999994], [491606.9617999997, 1097966.2104000002], [491586.3781000003, 1097967.4463]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
60,66,4,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES LUMACA,TERMINAL DE AUTOBUSES LUMACA,"{'rings': [[[491599.3117000004, 1098021.3916999996], [491598.15020000003, 1098010.4032000005], [491558.44930000044, 1098014.7423], [491560.0231999997, 1098025.7919999994], [491568.6780000003, 1098023.9657000005], [491575.42140000034, 1098022.5428], [491584.5906999996, 1098020.607999999], [491585.3026999999, 1098020.457800001], [491594.9227999998, 1098021.0990999993], [491599.3117000004, 1098021.3916999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
61,67,4,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES MUSOC,TERMINAL DE AUTOBUSES MUSOC,"{'rings': [[[491258.23649999965, 1097277.8223], [491256.87430000026, 1097259.1305999998], [491255.30069999956, 1097243.0446000006], [491254.5061999997, 1097235.3334999997], [491244.43209999986, 1097236.4143000003], [491245.1617999999, 1097250.8610999994], [491236.9796000002, 1097251.6631000005], [491237.7468999997, 1097255.9085000008], [491238.14549999963, 1097258.0965], [491240.54750000034, 1097266.9209000003], [491210.17289999966, 1097276.2760000005], [491208.42789999954, 1097277.2302], [491221.4768000003, 1097308.6457000002], [491223.7054000003, 1097310.2168000005], [491245.44689999986, 1097310.0493], [491245.9219000004, 1097308.9375999998], [491250.6838999996, 1097308.9327000007], [491251.1607999997, 1097309.5670999996], [491256.55819999985, 1097310.0376999993], [491257.0329, 1097308.6086], [491273.34250000026, 1097309.4498999994], [491287.9866000004, 1097309.3698999994], [491289.73149999976, 1097308.2569999993], [491290.04580000043, 1097305.240700001], [491288.69180000015, 1097286.5305000003], [491288.1242000004, 1097275.023], [491258.23649999965, 1097277.8223]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
62,69,5,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL BOSQUECITO INFANTIL,GUARDERÍA INFANTIL BOSQUECITO INFANTIL,"{'rings': [[[492895.0530000003, 1096677.1194000002], [492896.6330000004, 1096675.6394999996], [492902.10390000045, 1096680.8471000008], [492904.07079999987, 1096678.8030999992], [492910.9095999999, 1096671.6534000002], [492902.5207000002, 1096664.5435000006], [492893.29669999983, 1096674.9049999993], [492893.31520000007, 1096674.9200999998], [492895.0530000003, 1096677.1194000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
63,70,5,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[492940.0554999998, 1096422.9945], [492942.11259999964, 1096403.2535999995], [492936.65979999956, 1096402.9616999999], [492936.34229999967, 1096405.898600001], [492933.6034000004, 1096405.8674999997], [492932.2600999996, 1096418.2105999999], [492935.14829999954, 1096418.3836000003], [492934.75150000025, 1096422.7492999993], [492940.0554999998, 1096422.9945]], [[492938.28699999955, 1096396.4529], [492934.65330000035, 1096396.2210000008], [492934.2170000002, 1096400.2294999994], [492937.65199999977, 1096400.5804999992], [492938.28699999955, 1096396.4529]], [[492942.57380000036, 1096398.8277000003], [492940.6682000002, 1096398.5961000007], [492940.3507000003, 1096401.7314], [492942.2575000003, 1096401.863], [492942.57380000036, 1096398.8277000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
