,OBJECTID,ENTIDAD,SUBCATEGORIA,CATEGORIA,NOMBRE,ABREVIADO,TIPO_SEDE,ID_DISTRITO,OBSER_INSTITUCION,SHAPE
20,21,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),LA DIRECCIÓN GENERAL DE INGENIERÍA DE TRÁNSITO,INGENIERÍA DE TRÁNSITO,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492559.90419999976, 1096500.5406], [492557.0521, 1096500.4506], [492544.43010000046, 1096505.8749000002], [492545.71839999966, 1096508.8723000009], [492545.8519000001, 1096508.9580000006], [492545.92009999976, 1096509.0018000007], [492546.7550999997, 1096511.284], [492561.8925999999, 1096505.2135000005], [492560.4643000001, 1096501.8570000008], [492559.90419999976, 1096500.5406]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
21,22,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),LA DIRECCIÓN GENERAL DE INGENIERÍA DE TRÁNSITO,INGENIERÍA DE TRÁNSITO,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492545.7001, 1096503.3746000007], [492534.4815999996, 1096496.6890999991], [492534.7728000004, 1096497.5406], [492532.6777999997, 1096498.2813000008], [492531.8008000003, 1096499.9359000009], [492531.10170000046, 1096501.2550000008], [492531.43379999977, 1096502.2368], [492542.80289999954, 1096508.6531000007], [492543.4737, 1096507.4309], [492545.7001, 1096503.3746000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
22,23,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN GENERAL DE SERVICIO CIVIL,DIREC. GENERAL DE SERVICIO CIVIL,OFICINAS CENTRALES,6, ,"{'rings': [[[493939.9863, 1095653.3972999994], [493931.6205000002, 1095621.791099999], [493930.1229999997, 1095616.1337000001], [493915.45430000033, 1095621.5419999994], [493913.05319999997, 1095642.9207000006], [493914.3781000003, 1095657.4003999997], [493914.66640000045, 1095660.5513000004], [493914.9265999999, 1095663.3951999992], [493916.40770000033, 1095671.0702999998], [493919.4212999996, 1095686.6862000003], [493930.7960999999, 1095745.6283], [493951.98709999956, 1095740.3545999993], [493935.0683000004, 1095672.3099000007], [493930.8278000001, 1095655.2554000001], [493939.9863, 1095653.3972999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
23,24,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,OFICINAS ADMINISTRATIVAS,8, ,"{'rings': [[[488430.45550000016, 1098198.4463999998], [488437.8065999998, 1098197.5448000003], [488438.06659999955, 1098199.5747999996], [488446.5965999998, 1098198.4147999994], [488446.3465999998, 1098196.2248], [488453.57660000026, 1098195.3948], [488453.82660000026, 1098197.4348000009], [488460.93659999967, 1098196.4648000002], [488459.3666000003, 1098184.5548], [488453.6802000003, 1098185.3056000005], [488453.56659999955, 1098184.4448000006], [488424.93209999986, 1098188.180400001], [488426.53160000034, 1098201.1454000007], [488430.7165999999, 1098200.5747999996], [488430.74459999986, 1098200.5710000005], [488430.45550000016, 1098198.4463999998]], [[488454.2368999999, 1098177.2368], [488452.7165999999, 1098167.0548], [488451.56659999955, 1098167.2347999997], [488450.7265999997, 1098161.5747999996], [488452.2472000001, 1098161.3487], [488450.7165999999, 1098151.0548], [488449.4776999997, 1098151.2420000006], [488449.0565999998, 1098148.4548000004], [488437.43659999967, 1098150.1848000009], [488437.6810999997, 1098152.1054999996], [488437.9966000002, 1098154.5847999994], [488439.65660000034, 1098154.3347999994], [488440.56659999955, 1098161.3648000006], [488438.88659999985, 1098161.6647999994], [488439.9665999999, 1098170.264799999], [488441.4966000002, 1098170.0448000003], [488442.57660000026, 1098177.264799999], [488440.65660000034, 1098177.5548], [488441.3965999996, 1098182.5047999993], [488453.26659999974, 1098180.7347999997], [488452.77240000013, 1098177.4553999994], [488454.2368999999, 1098177.2368]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
24,25,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),SERVICIO FITOSANITARIO DEL ESTADO,SERVICIO FITOSANITARIO,OFICINAS CENTRALES,8, ,"{'rings': [[[487869.74930000026, 1098164.453400001], [487862.3332000002, 1098165.4977000002], [487861.41500000004, 1098165.6270000003], [487850.59499999974, 1098167.4670000002], [487853.64499999955, 1098184.7970000003], [487865.39499999955, 1098182.727], [487867.7692, 1098196.6520000007], [487859.7050000001, 1098198.0270000007], [487860.5250000004, 1098202.7569999993], [487828.4550000001, 1098208.3169999998], [487824.21499999985, 1098209.057], [487825.51499999966, 1098216.5270000007], [487829.7285000002, 1098215.7881000005], [487830.53500000015, 1098220.387], [487862.9955000002, 1098214.7568999995], [487863.3650000002, 1098216.887], [487885.66500000004, 1098213.017000001], [487885.28500000015, 1098210.8269999996], [487918.3400999997, 1098205.0977999996], [487917.51499999966, 1098200.3369999994], [487921.40500000026, 1098199.6569999997], [487920.10390000045, 1098192.1511000004], [487916.4349999996, 1098192.7870000005], [487883.83499999996, 1098198.4470000006], [487883.06620000023, 1098193.9842000008], [487875.15500000026, 1098195.3469999991], [487872.73149999976, 1098181.1181000005], [487879.54679999966, 1098179.9685999993], [487876.40500000026, 1098163.4069999997], [487869.7949999999, 1098164.4470000006], [487869.74930000026, 1098164.453400001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
25,26,GOBIERNO,ASAMBLEA LEGISLATIVA,PODER LEGISLATIVO,CONTRALORÍA GENERAL DE LA REPÚBLICA,CONTRALORÍA GENERAL,OFICINAS CENTRALES,8, ,"{'rings': [[[488824.6001000004, 1098237.6722], [488823.74010000005, 1098228.5522000007], [488822.81010000035, 1098218.5921999998], [488820.5201000003, 1098194.2522], [488800.49010000005, 1098196.1322000008], [488797.25210000016, 1098196.4419999998], [488798.3901000004, 1098208.5622000005], [488801.0800999999, 1098237.2122000009], [488801.3300999999, 1098239.8521999996], [488824.6001000004, 1098237.6722]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
26,27,GOBIERNO,ASAMBLEA LEGISLATIVA,PODER LEGISLATIVO,CONTRALORÍA GENERAL DE LA REPÚBLICA,CONTRALORÍA GENERAL,OFICINAS CENTRALES,8, ,"{'rings': [[[488864.7801000001, 1098268.4922000002], [488899.10059999954, 1098264.8309000004], [488895.19820000045, 1098227.6051000003], [488877.9512, 1098229.2151999995], [488877.7104000002, 1098226.6322000008], [488866.6348000001, 1098227.6619000006], [488866.3037999999, 1098222.6418999992], [488859.25009999983, 1098223.3022000007], [488857.12009999994, 1098225.3222000003], [488854.0701000001, 1098222.7021999992], [488853.5701000001, 1098222.4722000007], [488853.0301000001, 1098222.4122000001], [488852.50009999983, 1098222.5221999995], [488852.0201000003, 1098222.8022000007], [488851.67009999976, 1098223.2222000007], [488851.4600999998, 1098223.7322000004], [488851.43010000046, 1098224.2721999995], [488851.79009999987, 1098225.1622000001], [488855.0100999996, 1098227.7322000004], [488853.4600999998, 1098230.2122000009], [488853.5900999997, 1098231.6622000001], [488854.12009999994, 1098237.3022000007], [488857.4008999998, 1098237.0011], [488857.5900999997, 1098239.0622000005], [488859.5301000001, 1098238.8829999994], [488859.86959999986, 1098242.5569000002], [488860.2001, 1098246.1021999996], [488860.3201000001, 1098247.3822000008], [488862.5201000003, 1098247.3022000007], [488864.7801000001, 1098268.4922000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
27,28,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE AGRICULTURA Y GANADERÍA,MAG,OFICINAS CENTRALES,8, ,"{'rings': [[[487931.5264999997, 1098306.7654999997], [487927.4165000003, 1098281.5755000003], [487931.6665000003, 1098280.8055000007], [487929.9764999999, 1098271.4755000006], [487925.8964999998, 1098272.2155000009], [487925.23610000033, 1098268.2030999996], [487929.6564999996, 1098267.4755000006], [487926.1464999998, 1098245.9155000001], [487889.37909999955, 1098252.5693999995], [487892.8351999996, 1098273.6875], [487897.32629999984, 1098272.9572], [487897.9559000004, 1098276.7858000007], [487891.4815999996, 1098277.832800001], [487893.1157999998, 1098287.1217], [487899.4000000004, 1098286.0055999998], [487900.11649999954, 1098290.0254999995], [487896.05649999995, 1098290.6854999997], [487899.5264999997, 1098311.9755000006], [487931.5264999997, 1098306.7654999997]], [[487937.05009999964, 1098290.2821999993], [487936.0394000001, 1098283.0074000005], [487932.19010000024, 1098283.542199999], [487933.2001, 1098290.8222000003], [487937.05009999964, 1098290.2821999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
28,29,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,"MINISTERIO DE ECONOMÍA, INDUSTRIA Y COMERCIO",MEIC,OFICINAS  ADMINISTRATIVAS,8, ,"{'rings': [[[488276.56240000017, 1098310.2495000008], [488276.57550000027, 1098310.2547999993], [488278.40110000037, 1098310.0960000008], [488280.7812999999, 1098325.3293999992], [488290.8395999996, 1098323.7259], [488291.1682000002, 1098325.7994], [488296.2801000001, 1098324.9891], [488295.983, 1098323.1086], [488304.4001000002, 1098321.7791000009], [488305.3501000004, 1098319.5291000009], [488303.12519999966, 1098306.0315000005], [488304.11120000016, 1098305.8761999998], [488303.45320000034, 1098301.8735000007], [488304.2106999997, 1098301.7532000002], [488300.6401000004, 1098279.2791000009], [488299.9600999998, 1098279.3891000003], [488299.2801999999, 1098279.4999000002], [488299.06010000035, 1098278.1491], [488294.59779999964, 1098278.8593000006], [488292.98699999973, 1098270.5364999995], [488298.1210000003, 1098269.8030999992], [488297.93769999966, 1098267.5110999998], [488279.23510000017, 1098270.261499999], [488280.90479999967, 1098281.0385999996], [488273.55009999964, 1098282.2091000006], [488273.81010000035, 1098283.859099999], [488272.44130000006, 1098284.0766000003], [488276.56240000017, 1098310.2495000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
29,30,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,UEN GESTIÓN AMBIENTAL DEL AYA,8, ,"{'rings': [[[488051.41839999985, 1098244.920499999], [488068.4583999999, 1098242.9605], [488069.9484000001, 1098242.7905000001], [488082.3184000002, 1098241.3705000002], [488082.7483999999, 1098241.3204999994], [488080.8490000004, 1098227.0250000004], [488059.91839999985, 1098229.7404999994], [488038.0784, 1098232.5804999992], [488038.8145000003, 1098237.5686000008], [488045.40330000035, 1098236.5365999993], [488046.66640000045, 1098245.546599999], [488047.9446999999, 1098245.3186000008], [488050.9983999999, 1098244.9704999998], [488051.41839999985, 1098244.920499999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
30,31,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,OFICINAS CENTRALES,8, ,"{'rings': [[[488753.0636, 1098957.486300001], [488752.5751, 1098956.680400001], [488761.1595999999, 1098953.3741999995], [488754.21729999967, 1098934.2828000002], [488745.3850999996, 1098937.135399999], [488739.2150999997, 1098938.4254], [488735.7550999997, 1098938.9154000003], [488727.7150999997, 1098939.4054000005], [488720.2050999999, 1098939.055400001], [488715.3501000004, 1098938.4154000003], [488711.3951000003, 1098937.6454000007], [488709.86510000005, 1098937.2804000005], [488707.6743999999, 1098936.7081000004], [488702.3251, 1098957.1853999998], [488710.9650999997, 1098958.7753999997], [488710.8876, 1098959.1249000002], [488726.81439999957, 1098960.3950999994], [488740.78450000007, 1098959.8659000006], [488753.0636, 1098957.486300001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
31,32,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,8, ,"{'rings': [[[488355.0493000001, 1098320.5927000009], [488354.1821999997, 1098314.2750000004], [488354.4996999996, 1098308.9833000004], [488353.6010999996, 1098302.6932999995], [488353.22009999957, 1098302.740700001], [488352.0900999997, 1098295.3006999996], [488340.8300999999, 1098297.1607000008], [488342.6300999997, 1098308.7807], [488344.56010000035, 1098321.2106999997], [488354.4128999999, 1098320.2403999995], [488354.4537000004, 1098320.6550999992], [488355.0493000001, 1098320.5927000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
32,33,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,"MINISTERIO DE ECONOMÍA, INDUSTRIA Y COMERCIO",MEIC,OFICINAS ADMINISTRATIVAS,8, ,"{'rings': [[[488280.7812999999, 1098325.3293999992], [488278.40110000037, 1098310.0960000008], [488276.57550000027, 1098310.2547999993], [488276.56240000017, 1098310.2495000008], [488276.5636, 1098310.2573000006], [488254.7301000003, 1098314.1690999996], [488257.20639999956, 1098327.8716000002], [488258.05009999964, 1098327.7191000003], [488257.99010000005, 1098327.3791000005], [488259.99010000005, 1098329.2391], [488259.61170000024, 1098329.3081999999], [488259.8201000001, 1098330.4491000008], [488280.9501, 1098326.5990999993], [488280.72009999957, 1098325.3390999995], [488280.7812999999, 1098325.3293999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
33,34,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE TURISMO,ICT,OFICINAS CENTRALES,7, ,"{'rings': [[[487835.85059999954, 1100249.4606999997], [487835.85059999954, 1100248.0715999994], [487848.68290000036, 1100247.8070999999], [487848.2560999999, 1100237.9671999998], [487854.5652999999, 1100237.7112000007], [487854.37150000036, 1100232.5273000002], [487856.2896999996, 1100232.4612000007], [487859.20019999985, 1100219.5626999997], [487858.14180000033, 1100218.8351000007], [487860.45689999964, 1100214.6678999998], [487855.0991000002, 1100211.6914000008], [487863.8964999998, 1100196.0809000004], [487853.24700000044, 1100190.1939000003], [487852.38709999993, 1100191.3845000006], [487848.3521999996, 1100189.0033], [487849.0137, 1100187.8126999997], [487840.9439000003, 1100183.5792999994], [487833.2048000004, 1100197.2715000007], [487832.4771999996, 1100196.9408], [487828.4423000002, 1100203.7537999991], [487828.97140000015, 1100204.0845999997], [487827.1194000002, 1100207.0611000005], [487825.00270000007, 1100206.0028000008], [487819.2479999997, 1100216.4539], [487819.3803000003, 1100227.5001999997], [487821.95999999996, 1100227.5664000008], [487821.8937999997, 1100232.5273000002], [487820.96779999975, 1100232.5273000002], [487820.96779999975, 1100240.4649], [487821.8937999997, 1100240.4649], [487822.09229999967, 1100248.2700999994], [487828.97140000015, 1100248.1378000006], [487829.0376000004, 1100249.5269000009], [487835.85059999954, 1100249.4606999997]], [[487863.4293999998, 1100248.3844000008], [487863.4757000003, 1100242.7369], [487857.8202999998, 1100242.8280999996], [487857.8202999998, 1100248.3844000008], [487863.4293999998, 1100248.3844000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
34,35,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),CONSEJO DE SEGURIDAD VIAL,COSEVI,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[489730.61950000003, 1099990.0581999999], [489728.8136999998, 1099969.9597999994], [489734.2111999998, 1099969.6290000007], [489734.84619999956, 1099968.9543999992], [489733.7631000001, 1099954.5736999996], [489729.49010000005, 1099954.8117999993], [489729.52969999984, 1099956.3464000002], [489727.86290000007, 1099956.3860999998], [489727.71729999967, 1099953.7402], [489730.04569999967, 1099953.6476000007], [489730.0323999999, 1099952.6158000007], [489740.5761000002, 1099951.8881], [489740.82749999966, 1099952.9464999996], [489743.2352, 1099952.602499999], [489748.4104000004, 1099977.3136], [489742.8859000001, 1099978.2448999994], [489743.49980000034, 1099981.5892999992], [489746.90759999957, 1099980.9966000002], [489746.63239999954, 1099979.3033000007], [489748.83380000014, 1099978.9858], [489749.6168999998, 1099982.7533999998], [489762.2269000001, 1099980.1719000004], [489751.80030000024, 1099933.9602000006], [489751.78139999975, 1099933.8760000002], [489735.3957000002, 1099848.7859000005], [489735.92480000015, 1099848.6589000002], [489731.9138000002, 1099830.0216000006], [489731.5751, 1099830.103599999], [489731.2999, 1099829.4263000004], [489728.8234000001, 1099830.0823999997], [489724.14159999974, 1099817.5544000007], [489722.71949999966, 1099784.7459999993], [489719.54449999984, 1099784.7128999997], [489717.89080000017, 1099745.0914999992], [489690.7048000004, 1099746.116800001], [489690.6387, 1099747.7704000007], [489688.91889999993, 1099747.8035000004], [489688.95189999975, 1099751.5406999998], [489690.8371000001, 1099751.5406999998], [489690.8371000001, 1099754.5173000004], [489692.8214999996, 1099754.4180999994], [489692.9868999999, 1099760.5034999996], [489700.22979999986, 1099760.4704], [489699.9321999997, 1099752.8967000004], [489698.1462000003, 1099752.9958999995], [489698.04700000025, 1099749.9201999996], [489702.7764999997, 1099749.7879000008], [489702.7764999997, 1099748.6303000003], [489715.3110999996, 1099748.2995999996], [489716.65390000027, 1099784.7923000008], [489716.0982999997, 1099784.8980999999], [489716.2570000002, 1099789.0255999994], [489718.75820000004, 1099788.9110000003], [489720.1141999997, 1099818.1806000005], [489724.98390000034, 1099831.6201000009], [489658.6261999998, 1099845.7171], [489659.85390000045, 1099860.6608000007], [489660.4466000004, 1099860.576199999], [489668.94120000023, 1099859.2085999995], [489672.42819999997, 1099862.7580999993], [489730.1074999999, 1099850.3556999993], [489746.8755000001, 1099935.0226000007], [489739.83100000024, 1099936.6762000006], [489741.88150000013, 1099946.201199999], [489727.3344999999, 1099947.3077000007], [489726.8002000004, 1099941.0088], [489727.5939999996, 1099940.9426000006], [489726.4034000002, 1099923.2486000005], [489711.4212999996, 1099924.1415999997], [489711.1196999997, 1099924.8912000004], [489712.23089999985, 1099939.8401999995], [489704.5050999997, 1099940.6603999995], [489705.1135999998, 1099950.7675], [489702.0258999998, 1099950.920499999], [489702.65189999994, 1099956.2759000007], [489705.03419999965, 1099986.6450999994], [489727.55030000024, 1099985.2957000006], [489727.6562000001, 1099990.1905000005], [489727.84140000027, 1099990.5344999991], [489730.3548999997, 1099990.3757000007], [489730.61950000003, 1099990.0581999999]], [[489691.89240000024, 1099783.1703999992], [489691.83939999994, 1099779.8366], [489692.8448999999, 1099779.8366], [489693.05649999995, 1099782.164999999], [489701.2586000003, 1099782.164999999], [489701.4173999997, 1099779.5190999992], [489704.53949999996, 1099776.3441000003], [489706.23280000035, 1099776.2912000008], [489709.30200000014, 1099779.5190999992], [489713.7999, 1099779.5190999992], [489713.74700000044, 1099768.9887000006], [489712.15950000007, 1099768.9887000006], [489712.1065999996, 1099762.3740999997], [489699.8827999998, 1099762.6916000005], [489699.8827999998, 1099765.3375000004], [489693.95610000007, 1099765.3375000004], [489694.1149000004, 1099770.9465999994], [489691.9452999998, 1099770.9995000008], [489691.83939999994, 1099762.9033000004], [489683.9548000004, 1099763.0620000008], [489682.4731999999, 1099764.7554000001], [489679.2451999998, 1099764.8082999997], [489679.13939999975, 1099768.6711999997], [489673.9007000001, 1099768.83], [489674.2182, 1099788.0917000007], [489679.9696000004, 1099787.9638999999], [489679.88019999955, 1099785.1283], [489689.51109999977, 1099784.9695999995], [489689.51109999977, 1099783.2762000002], [489691.89240000024, 1099783.1703999992]], [[489766.9979999997, 1099844.6669999994], [489766.02880000044, 1099838.7277000006], [489754.51939999964, 1099840.116800001], [489754.45320000034, 1099839.7199000008], [489749.4592000004, 1099840.2490999997], [489749.2608000003, 1099839.3230000008], [489749.65759999957, 1099839.2568999995], [489748.1693000002, 1099831.3193999995], [489751.5758999996, 1099830.5918000005], [489751.67509999964, 1099830.9886000007], [489758.1573999999, 1099829.6327], [489756.9667999996, 1099822.9849999994], [489750.45139999967, 1099824.1095000003], [489750.2860000003, 1099823.3487999998], [489744.0683000004, 1099824.6717000008], [489744.16750000045, 1099825.4655000009], [489735.56850000005, 1099827.1853], [489735.43620000035, 1099826.490700001], [489731.8312999997, 1099827.2844999991], [489732.65809999965, 1099830.6579], [489736.0580000002, 1099830.0625999998], [489738.22759999987, 1099841.3868000004], [489736.4283999996, 1099841.545499999], [489737.6769000003, 1099849.2783000004], [489766.9979999997, 1099844.6669999994]], [[489744.9162999997, 1099806.1195], [489745.0220999997, 1099796.0123999994], [489728.67080000043, 1099796.2240999993], [489728.76769999973, 1099806.2699999996], [489744.9162999997, 1099806.1195]], [[489744.2284000004, 1099790.9853000008], [489744.1224999996, 1099780.984099999], [489727.9829000002, 1099781.195699999], [489727.8929000003, 1099791.1883000005], [489744.2284000004, 1099790.9853000008]], [[489665.69990000036, 1099768.8132000007], [489663.1333999997, 1099768.7602999993], [489663.6233000001, 1099782.7705000006], [489666.1760999998, 1099782.7039], [489665.69990000036, 1099768.8132000007]], [[489664.4298999999, 1099790.5885000005], [489660.0641999999, 1099790.0592999998], [489660.2093000002, 1099795.4477999993], [489664.4034000002, 1099795.6154999994], [489664.4298999999, 1099790.5885000005]], [[489770.81769999955, 1099840.2028], [489770.5636999998, 1099836.2339999992], [489766.6584999999, 1099836.7578999996], [489766.9749999996, 1099840.6432000007], [489770.81769999955, 1099840.2028]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
35,38,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,RADIOGRÁFICA COSTARRICENSE S.A.,RACSA,OFICINAS CENTRALES,1, ,"{'rings': [[[491437.8493999997, 1098672.6952999998], [491436.9179999996, 1098660.2490999997], [491417.59130000044, 1098662.765900001], [491415.68730000034, 1098663.0139000006], [491410.7112999996, 1098663.6618000008], [491411.17229999974, 1098670.4792], [491395.00739999954, 1098671.8534999993], [491395.7763, 1098682.0841000006], [491419.6065999996, 1098679.8413999993], [491419.70440000016, 1098678.5121], [491427.64719999954, 1098677.6912999991], [491427.3108999999, 1098673.6294], [491437.8493999997, 1098672.6952999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
36,39,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO NACIONAL DE SEGUROS,INS,OFICINAS ADMINISTRATIVAS,1, ,"{'rings': [[[491863.40500000026, 1098767.9794999994], [491863.4545999998, 1098763.5245999992], [491863.78259999957, 1098733.4887000006], [491849.3646999998, 1098736.1757999994], [491854.1369000003, 1098762.5000999998], [491854.0089999996, 1098767.7506000008], [491863.40500000026, 1098767.9794999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
37,40,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO NACIONAL DE SEGUROS,INS,OFICINAS CENTRALES,1, ,"{'rings': [[[491892.96079999954, 1098780.4068999998], [491938.5729, 1098771.3956000004], [491937.41280000005, 1098764.5844999999], [491941.7093000002, 1098763.667199999], [491937.8504999997, 1098745.5940000005], [491933.7213000003, 1098746.4080999997], [491930.77139999997, 1098731.4454999994], [491884.8044999996, 1098740.9893999994], [491887.9117999999, 1098755.4934], [491883.89549999963, 1098756.4584999997], [491887.83719999995, 1098774.8801000006], [491891.8431000002, 1098773.8750999998], [491892.96079999954, 1098780.4068999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
38,41,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,MINISTERIO DE RELACIONES EXTERIORES,OFICINAS CENTRALES,1, ,"{'rings': [[[492021.80680000037, 1098798.679300001], [492018.4434000002, 1098779.2842999995], [492001.3136, 1098782.2548999991], [492000.3164999997, 1098776.9104999993], [491989.4748999998, 1098778.5665000007], [491990.26099999994, 1098784.8816], [491982.8827999998, 1098786.2864999995], [491986.75019999966, 1098804.2193999998], [491987.6162999999, 1098803.9020000007], [491987.7735000001, 1098804.7294999994], [492021.80680000037, 1098798.679300001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
39,42,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),CENTRO COSTARRICENSE DE PRODUCCIÓN CINEMATOGRÁFICA,CENTRO DE PRODUCCIÓN CINEMATOGRÁFICA,OFICINAS ADMINISTRATIVAS,1, ,"{'rings': [[[491929.62650000025, 1098847.9817999993], [491949.44020000007, 1098844.4570000004], [491947.7182, 1098836.2627000008], [491948.2318000002, 1098835.6289000008], [491947.96279999986, 1098834.5925999992], [491946.4759999998, 1098833.6371999998], [491945.26070000045, 1098833.9878000002], [491945.00540000014, 1098834.4794999994], [491941.18680000026, 1098835.2130999994], [491941.0893000001, 1098834.375], [491930.76939999964, 1098836.2959000003], [491927.7131000003, 1098836.7632], [491928.00430000015, 1098838.6679999996], [491927.5761000002, 1098838.8116999995], [491928.57749999966, 1098843.5267999992], [491929.08949999977, 1098843.4628999997], [491929.2792999996, 1098844.9838999994], [491927.7302000001, 1098845.2712999992], [491928.4369999999, 1098848.1805000007], [491929.62650000025, 1098847.9817999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
40,43,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN REGIONAL DE EDUCACIÓN SAN JOSÉ-CENTRAL,DIREC. REGIONAL DE EDUCACIÓN,OFICINAS ADMINISTRATIVAS,1, ,"{'rings': [[[491497.7829, 1098971.0245999992], [491497.7684000004, 1098970.9394000005], [491494.73479999974, 1098953.1242999993], [491479.2083999999, 1098954.7226999998], [491482.66839999985, 1098973.9976000004], [491497.7829, 1098971.0245999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
41,44,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,COMPAÑÍA NACIONAL DE FUERZA Y LUZ S.A.,CNFL,SUCURSAL CENTRAL,1, ,"{'rings': [[[491440.5473999996, 1098781.2267000005], [491448.3502000002, 1098779.4988000002], [491445.3021, 1098766.4507], [491446.24060000014, 1098766.4507], [491445.69319999963, 1098756.9100000001], [491442.87789999973, 1098756.9881999996], [491434.8280999996, 1098757.7258000001], [491422.9570000004, 1098758.8734000009], [491413.08220000006, 1098759.8275000006], [491403.38549999986, 1098760.8201000001], [491403.30730000045, 1098761.6802999992], [491403.9988000002, 1098771.5733000003], [491404.3239000002, 1098776.2259999998], [491404.08469999954, 1098776.5678000003], [491404.1202999996, 1098776.5618999992], [491405.76130000036, 1098788.7177000009], [491407.9212999996, 1098788.3474000003], [491408.07070000004, 1098788.4246999994], [491410.0861999998, 1098787.9837999996], [491413.93369999994, 1098787.1301000006], [491440.5473999996, 1098781.2267000005]], [[491448.3502000002, 1098779.4988000002], [491448.35539999977, 1098779.5209999997], [491448.3521999996, 1098779.4982999992], [491448.3502000002, 1098779.4988000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
